Station_ID  (PK),Station_name,Station_phone,Location_ID (FK),Network_ID (FK),Access_code,Access_Detail_code,Access_Day_time,EV_Pricing,Date_last_confirmed,Maximum_Vehicle_Class,Ev_Workplace_charging,Restricted_access,Location_ID (PK),Street_Address,City,State,ZIP,Intersection_Direction,Longitude,Latitude,Geocode_status
303604,SAUBLE FALLS PK WEST BATHROOM,888-758-4389,12438,5,public,,24 hours daily,,2026-06-29,,False,0.0,12438,"1882, Rue Dézéry",Montréal,QC,H1W 1P2,,-73.54699,45.5408021999999,GPS
303606,HANOVER HERITAGE SQUARE,888-758-4389,6889,5,public,,24 hours daily,,2026-06-29,,False,0.0,6889,1898 Alexis Nihon,Montréal,QC,H4R 3B6,,-73.70745341,45.51364297,GPS
303607,CANADIAN POTATO STATION 1,888-758-4389,7078,5,public,,24 hours daily,,2026-06-29,,False,0.0,7078,19 St-Zotique O,Montréal,QC,H2S 1N9,,-73.61254,45.531561,GPS
303612,Montréal - Marché Central - 951 Rue du Marché Central - Walmart,888-356-8911,6924,5,public,,24 hours daily,,2026-06-29,,False,0.0,6924,190 Des Érables,Montréal,QC,H8R 1M6,,-73.650828,45.446028,GPS
303613,St. Albert - Fountain Park Recreation Centre,888-356-8911,14779,5,public,,24 hours daily,,2026-06-29,,False,0.0,14779,"190, Avenue Willowdale",Montréal,QC,H3T 1G2,,-73.615836,45.507613,GPS
303662,CITYOFVANCOUVER COMMERCIAL DC1,888-758-4389,7225,5,public,,24 hours daily,,2026-06-29,,False,0.0,7225,1901 City Councillor,Montréal,QC,H3A 3G5,,-73.570678,45.505901,GPS
303680,ORAG AUDI SGP-2,888-758-4389,12815,5,public,,24 hours daily,,2026-06-29,,False,0.0,12815,"1911, Rue Alexandre-DeSève",Montréal,QC,H2L 2W2,,-73.5599275126793,45.5241587510244,GPS
303681,THE POST P2 STALL 13-14,888-758-4389,7220,5,public,,24 hours daily,,2026-06-29,,False,0.0,7220,1914 Parthenais,Montréal,QC,H2K 3S3,,-73.55497,45.52888,GPS
303682,THE POST P1 STALL 19-20,888-758-4389,6928,5,public,,24 hours daily,,2026-06-29,,False,0.0,6928,1925 St-Antoine,Montréal,QC,H8S 1V5,,-73.682284,45.440041,GPS
303683,THE POST P1 STALL 30,888-758-4389,10872,5,public,,24 hours daily,,2026-06-29,,False,0.0,10872,"1930, Rue de Ville-Marie",Montréal,QC,H1V 3K3,,-73.534763,45.55977,GPS
303684,THE POST P2 STALL234-235,888-758-4389,7230,5,public,,24 hours daily,,2026-06-29,,False,0.0,7230,1956 Rue Frontenac,Montréal,QC,H2K 2Z1,,-73.552132,45.532707,GPS
303685,KRAMER CUSTOMER PARKIN,888-758-4389,13524,5,public,,24 hours daily,,2026-06-29,,False,0.0,13524,1958 42e Avenue,Montréal,QC,H1A 3C1,,-73.504024,45.66446,GPS
303686,VC2 P3 #1,888-758-4389,7031,5,public,,24 hours daily,,2026-06-29,,False,0.0,7031,20 rue Guizot Est,Montréal,QC,H2P 2L8,,-73.634232,45.540168,GPS
303687,VC2 P1 #2,888-758-4389,7140,5,public,,24 hours daily,,2026-06-29,,False,0.0,7140,2002 Rue Leclaire,Montréal,QC,H1V 2Z9,,-73.537115,45.557123,GPS
303688,VC2 P1 #1,888-758-4389,10586,5,public,,24 hours daily,,2026-06-29,,False,0.0,10586,2005 De Champlain,Montréal,QC,H2L 2T3,,-73.5603800388055,45.5251754407615,GPS
303689,HANOVER P&H CENTRE,888-758-4389,7240,5,public,,24 hours daily,,2026-06-29,,False,0.0,7240,2005 rue Ste-Catherine E,Montréal,QC,H2K 2H6,,-73.551029,45.524189,GPS
303695,Don Wheaton Chevrolet Inc - Customer Pay Level,888-356-8911,6993,5,public,,24 hours daily,,2026-06-29,,False,0.0,6993,20099 Gouin O.,Montréal,QC,H9K 1C6,,-73.939758,45.461711,GPS
303696,Ville de East Angus - 16 Rue David-Swan,888-356-8911,7249,5,public,,24 hours daily,,2026-06-29,,False,0.0,7249,2014 Hôtel de ville,Montréal,QC,H2X 3Y6,,-73.566362,45.513658,GPS
303697,3050 Highway 93/95 Windermere,888-356-8911,7263,5,public,,24 hours daily,,2026-06-29,,False,0.0,7263,2015 Bercy,Montréal,QC,H2K 2V4,,-73.552084,45.534987,GPS
303698,Country Hills Nissan - 1,888-356-8911,6985,5,public,,24 hours daily,,2026-06-29,,False,0.0,6985,"202, Rue Corot",Montréal,QC,H3E 1C2,,-73.54382767,45.45790145,GPS
303699,R&S Auto,888-356-8911,7212,5,public,,24 hours daily,,2026-06-29,,False,0.0,7212,2025 Rue Masson,Montréal,QC,H2H 2P7,,-73.58224,45.539172,GPS
303784,MGH PARKING CHARGER #8,888-758-4389,7170,5,public,,24 hours daily,,2026-06-29,,False,0.0,7170,2026 De Beaurivage,Montréal,QC,H1L 3E1,,-73.516585,45.591549,GPS
303794,Burlington Nissan - Fast Charger,888-356-8911,7231,5,public,,24 hours daily,,2026-06-29,,False,0.0,7231,2030 Rue L'espérance,Montréal,QC,H2K 2N9,,-73.549702,45.537758,GPS
303795,6925 Century Avenue,888-356-8911,10873,5,public,,24 hours daily,,2026-06-29,,False,0.0,10873,"2035, Avenue Bennett",Montréal,QC,H1V 2T2,,-73.5386459195579,45.5551387889146,GPS
303796,James Braden Nissan - Fast Charger,888-356-8911,6824,5,public,,24 hours daily,,2026-06-29,,False,0.0,6824,205 Rue Chabanel O,Montréal,QC,H2N 1G3,,-73.653312,45.540928,GPS
303797,Colborne Street Gallery,888-356-8911,7267,5,public,,24 hours daily,,2026-06-29,,False,0.0,7267,2050 Stanley,Montréal,QC,H3A 0B7,,-73.576023,45.500451,GPS
303798,North York YMCA,888-356-8911,14376,5,public,,24 hours daily,,2026-06-29,,False,0.0,14376,"2050, Rue Workman",Montréal,QC,H3J 1L2,,-73.570995,45.486317,GPS
303876,BROADSTREET PORTVIEW #7,888-758-4389,12471,5,public,,24 hours daily,,2026-06-29,,False,0.0,12471,2057 Rue Mansfield,Montréal,QC,H3A 1Y7,,-73.574541,45.502877,GPS
303877,BROADSTREET PORTVIEW #5,888-758-4389,9508,5,public,,24 hours daily,,2026-06-29,,False,0.0,9508,2060 rue Tupper,Montréal,QC,H3H 1N8,,-73.580627,45.491156,GPS
303885,Town of Raymond - Aquatic Centre,888-356-8911,7379,5,public,,24 hours daily,,2026-06-29,,False,0.0,7379,"2065, 52ᵉ Avenue",Montréal,QC,H1A 4L7,,-73.503933,45.671906,GPS
303886,SQI - 30 de la Vallée La Malbaie 01818-002,888-356-8911,7378,5,public,,24 hours daily,,2026-06-29,,False,0.0,7378,2076 Avenue Yves-Thériault,Montréal,QC,H1A 5L4,,-73.50111126,45.67908793,GPS
303887,De Mortagne,888-356-8911,12211,5,public,,24 hours daily,,2026-06-29,,False,0.0,12211,"208, Rue Crevier",Montréal,QC,H4L 0C6,,-73.6744751604888,45.5052996063033,GPS
303888,JPD/SOF - Port Coquitlam,888-356-8911,7241,5,public,,24 hours daily,,2026-06-29,,False,0.0,7241,2080 Union,Montréal,QC,H3A 2C3,,-73.572307,45.505087,GPS
303889,Markham YMCA,888-356-8911,10097,5,public,,24 hours daily,,2026-06-29,,False,0.0,10097,"21, Rue Gatien-Claude",Montréal,QC,H9H 4T5,,-73.8734893805024,45.4777557442898,GPS
303897,MTOCP 417 & OTTAWA 2,888-758-4389,6926,5,public,,24 hours daily,,2026-06-29,,False,0.0,6926,2105 St-Joseph,Montréal,QC,H8S 2N7,,-73.683954,45.433171,GPS
303898,MTOCP MTOCP / 115 & P,888-758-4389,7257,5,public,,24 hours daily,,2026-06-29,,False,0.0,7257,2110 Guy,Montréal,QC,H3C 2M8,,-73.579707,45.495779,GPS
303899,MTOCP HWY 2 HWY 401 1,888-758-4389,7250,5,public,,24 hours daily,,2026-06-29,,False,0.0,7250,2112 St-Laurent,Montréal,QC,H2X 1C2,,-73.568993,45.512226,GPS
303900,MTOCP 115 & PTBO10 1,888-758-4389,7360,5,public,,24 hours daily,,2026-06-29,,False,0.0,7360,2136 Cardinal,MONTRÉAL,QC,H4E 3G3,,-73.59336,45.46028,GPS
303901,MTOCP 417 & OTTAWA 1,888-758-4389,7349,5,public,,24 hours daily,,2026-06-29,,False,0.0,7349,2157 Rue Centre,Montréal,QC,H3K 1J4,,-73.56592,45.480808,GPS
303902,MTOCP HWY 2 HWY 401 2,888-758-4389,7071,5,public,,24 hours daily,,2026-06-29,,False,0.0,7071,2160 Rue Beaubien E,Montréal,QC,H2G 1M6,,-73.594019,45.546029,GPS
303907,IKEA 039 MONTREAL CX4,888-758-4389,6849,5,public,,24 hours daily,,2026-06-29,,False,0.0,6849,2195 Prieur,Montréal,QC,H2B 1N4,,-73.65304514,45.57357346,GPS
303908,IKEA 039 MONTREAL CX5,888-758-4389,6933,5,public,,24 hours daily,,2026-06-29,,False,0.0,6933,22 Boyer,Montréal,QC,H8R 1P1,,-73.648235530793,45.4443822595757,GPS
303961,PROPERTY MGR 60A - 9/11,888-758-4389,12824,5,public,,24 hours daily,,2026-06-29,,False,0.0,12824,"2200, Rue Saint-Jacques",Montréal,QC,H3J 2M7,,-73.5742444,45.4867255,GPS
303969,MacIntyre Chevrolet - Outside,888-356-8911,14271,5,public,,24 hours daily,,2026-06-29,,False,0.0,14271,2215 Avenue Bennett,Montréal,QC,H1V 2T4,,-73.541287,45.555942,GPS
303970,Village of Kaslo - Vimy Park Municipal Campground,888-356-8911,7146,5,public,,24 hours daily,,2026-06-29,,False,0.0,7146,2222 Avenue Valois,Montréal,QC,H1W 3M5,,-73.546827,45.548361,GPS
303971,Popeyes Louisiana Kitchen - Lloydminster,888-356-8911,7223,5,public,,24 hours daily,,2026-06-29,,False,0.0,7223,2224 Beaudry,Montréal,QC,H2L 3G3,,-73.5647,45.522662,GPS
303983,SWTCH Energy,,7011,5,public,,24 hours daily,$21 per hour prorated based on kWh,2023-08-10,,True,0.0,7011,2225 rue Jean-Talon E,Montréal,QC,H2E 1V5,,-73.604473,45.55101,GPS
303985,100 rue Sainte-Angélique,855-999-8378,7105,5,public,,,,2026-06-29,,False,0.0,7105,2228 Beaubien,Montréal,QC,H2G 1M9,,-73.593456,45.546687,GPS
303986,7070 Jean-Talon,855-999-8378,7308,5,public,,,,2026-06-29,,False,0.0,7308,2240 Addington,Montréal,QC,H4A 3G5,,-73.610418,45.472706,GPS
303987,7111 Marie-Gérin Lajoie,855-999-8378,7153,5,public,,,,2026-06-29,,False,0.0,7153,2250 rue Darling,Montréal,QC,H1W 2X1,,-73.55037281,45.54347097,GPS
303988,7501 Rondeau,855-999-8378,7167,5,public,,,,2026-06-29,,False,0.0,7167,2250 Rue Moreau,Montréal,QC,H1W 2M5,,-73.551936,45.540739,GPS
303989,8310 Boulevard Châteauneuf,855-999-8378,7149,5,public,,,,2026-06-29,,False,0.0,7149,2251 Aird,Montréal,QC,H1V 2W4,,-73.541658,45.556959,GPS
303990,7171 Bombardier - Atelier municipal,855-999-8378,7243,5,public,,,,2026-06-29,,False,0.0,7243,2251 Lorimier Ave,Montréal,QC,H2K 3X4,,-73.560579,45.52969,GPS
303991,8755 4e Croissant,855-999-8378,7261,5,public,,,,2026-06-29,,False,0.0,7261,2257 Hogan,Montréal,QC,H2K 2T3,,-73.55466,45.536642,GPS
303992,8261 Haut-Anjou,855-999-8378,7037,5,public,,,,2026-06-29,,False,0.0,7037,"227, Rue Gary-Carter",Montréal,QC,H2R 2V7,,-73.6248210310353,45.532188876665,GPS
303993,8200 ave Chénier - Aréna Chénier,855-999-8378,12388,5,public,,,,2026-06-29,,False,0.0,12388,23 Av. Highlands,Montréal,QC,H8R 3N2,,-73.6574328,45.4265074,GPS
303994,10719 D'auteuil,855-999-8378,6952,5,public,,,,2026-06-29,,False,0.0,6952,230 Hepworth,Montréal,QC,H8P 3C8,,-73.626012,45.420848,GPS
303995,7701 Louis-H. La Fontaine,855-999-8378,7264,5,public,,,,2026-06-29,,False,0.0,7264,"1042, Rue Lambert Closse",Montréal,QC,H3H 1Z2,,-73.5813701524135,45.4883481002006,GPS
303996,6619 Merriam,855-999-8378,9041,5,public,,,,2026-06-29,,False,0.0,9041,2301 av. Charland,Montréal,QC,H1Z 1B8,,-73.6404099233122,45.5701085934248,GPS
303997,7743 Rheaume,855-999-8378,7162,5,public,,,,2026-06-29,,False,0.0,7162,2325 Hector,Montréal,QC,H1L 3X2,,-73.514688,45.610643,GPS
303998,8759 Des Sciences,855-999-8378,12951,5,public,,,,2026-06-29,,False,0.0,12951,2330 Orford,Montréal,QC,H4A 1W7,,-73.6144023344734,45.4710325796801,GPS
303999,6992 Place Antioche,855-999-8378,7233,5,public,,,,2026-06-29,,False,0.0,7233,2330 rue Sherbrooke O,Montréal,QC,H3H 1G8,,-73.587228,45.491734,GPS
304000,7046 Avenue Rhéaume,855-999-8378,14781,5,public,,,,2026-06-29,,False,0.0,14781,"2333, Rue Monsabré",Montréal,QC,H1N 2K2,,-73.535328,45.569656,GPS
304001,7051 av. de l'Alsace,855-999-8378,7356,5,public,,,,2026-06-29,,False,0.0,7356,2333 Mullins,Montréal,QC,H3K 2V2,,-73.564067,45.478807,GPS
304002,1100 Fleury,855-999-8378,10479,5,public,,,,2026-06-29,,False,0.0,10479,"2335, Avenue Bennett",Montréal,QC,H1V 2T6,,-73.543683907675,45.5567600182315,GPS
304003,9505 Basile-Routhier,855-999-8378,6915,5,public,,,,2026-06-29,,False,0.0,6915,2345 Boulevard Thimens,Montréal,QC,H4R 1T4,,-73.70115,45.508447,GPS
304004,54 Gouin,855-999-8378,12470,5,public,,,,2026-06-29,,False,0.0,12470,2361 rue Hochelaga,Montréal,QC,H2K 1J1,,-73.559867,45.534249,GPS
304005,1530 Fleury,855-999-8378,7253,5,public,,,,2026-06-29,,False,0.0,7253,2368 Place Dufresne,Montréal,QC,H2K 1W3,,-73.554762,45.53143,GPS
304006,1780 Fleury,855-999-8378,7335,5,public,,,,2026-06-29,,False,0.0,7335,2385 Rue du Parc Garneau,Montréal,QC,H4E 2C2,,-73.594737,45.455853,GPS
304007,11988 Obrien,855-999-8378,7271,5,public,,,,2026-06-29,,False,0.0,7271,2385 Gascon,Montréal,QC,H2K 2W4,,-73.557723,45.536257,GPS
304008,990 Salaberry,855-999-8378,7368,5,public,,,,2026-06-29,,False,0.0,7368,2390 Coursol,Montréal,QC,H3J 1C7,,-73.57796873,45.48658378,GPS
304009,8621 Avenue Chaumont (côté Nord),855-999-8378,9419,5,public,,,,2026-06-29,,False,0.0,9419,2400 Ste Cunégonde,Montréal,QC,H3J 2X1,,-73.572606,45.48253,GPS
304010,7800 Métropolitain Est : Centre communautaire,855-999-8378,10359,5,public,,,,2026-06-29,,False,0.0,10359,"2402, Rue des Équinoxes",Montréal,QC,H4R 1V9,,-73.710849,45.518249,GPS
304011,205 Chabanel,855-999-8378,7299,5,public,,,,2026-06-29,,False,0.0,7299,2405 Chemin de la Côte-Sainte-Catherine,Montréal,QC,H3T 1A8,,-73.61836,45.508874,GPS
304012,9699 Foucher,855-999-8378,7065,5,public,,,,2026-06-29,,False,0.0,7065,"2407, Rue Jacques-Hertel",Montréal,QC,H4E 1R8,,-73.5969185,45.459822,GPS
304013,55 Cremazie O,855-999-8378,6839,5,public,,,,2026-06-29,,False,0.0,6839,2425 Gouin E,Montréal,QC,H2B 1X7,,-73.656741,45.578392,GPS
304015,12505 Lachapelle,855-999-8378,6939,5,public,,,,2026-06-29,,False,0.0,6939,243 12e ave,Montréal,QC,H8S 3G5,,-73.6747484,45.43531836,GPS
304017,10305 St-Laurent,855-999-8378,7339,5,public,,,,2026-06-29,,False,0.0,7339,2441A Notre-Dame,Montréal,QC,H3J 1N6,,-73.574681,45.483512,GPS
304018,10625 Francis,855-999-8378,7046,5,public,,,,2026-06-29,,False,0.0,7046,"7719, Avenue Louis-Hébert",Montréal,QC,H2E 2Y1,,-73.6097158430477,45.5562876089495,GPS
304019,1545 Henri-Bourassa,855-999-8378,7082,5,public,,,,2026-06-29,,False,0.0,7082,2460 Dandurand,Montréal,QC,H2G 2A1,,-73.581129,45.543958,GPS
304020,9335 St-Hubert,855-999-8378,10497,5,public,,,,2026-06-29,,False,0.0,10497,2469 Rue Knox,Montréal,QC,H3K 1R1,,-73.564217,45.477333,GPS
304021,10905 rue Basile-Routhier : Parc Basile-Routhier,855-999-8378,7058,5,public,,,,2026-06-29,,False,0.0,7058,"2497, Avenue Charland",Montréal,QC,H1Z 1C3,,-73.638995,45.571919,GPS
304022,2503 Henri-Bourassa E.,855-999-8378,7226,5,public,,,,2026-06-29,,False,0.0,7226,250 Avenue du Président-Kennedy,Montréal,QC,H2X 4C7,,-73.568974,45.508211,GPS
304023,10940 St-Laurent,855-999-8378,7169,5,public,,,,2026-06-29,,False,0.0,7169,2500 rue jeanne d'arc,Montréal,QC,H1W 1K2,,-73.549089,45.55182,GPS
304024,9494 Papineau,855-999-8378,6833,5,public,,,,2026-06-29,,False,0.0,6833,2503 Henri-Bourassa E.,Montréal,QC,H2B 1V1,,-73.65382,45.578369,GPS
304025,8340 Papineau,855-999-8378,14373,5,public,,,,2026-06-29,,False,0.0,14373,"2520, Avenue Lionel-Groulx",Montréal,QC,H3J 1J6,,-73.57637,45.484605,GPS
304026,1110 Sauvé,855-999-8378,7066,5,public,,,,2026-06-29,,False,0.0,7066,"2522, Rue Cuvillier",Montréal,QC,H1W 3B1,,-73.5529746831406,45.5457706851969,GPS
304027,10001 Jules-Crépeau,855-999-8378,7341,5,public,,,,2026-06-29,,False,0.0,7341,2523A Grand Trunk,Montréal,QC,H3K 1M9,,-73.567529,45.477645,GPS
304028,2425 Gouin E. - Parc de la Visitation,855-999-8378,12458,5,public,,,,2026-06-29,,False,0.0,12458,"2525, Rue des Harfangs",Montréal,QC,H4R 2Y6,,-73.7083817600046,45.5103420302662,GPS
304029,8800 Christophe-Colomb - Complexe Claude Robillard,855-999-8378,10894,5,public,,,,2026-06-29,,False,0.0,10894,"2529, Rue Allard",Montréal,QC,H4E 2L4,,-73.594951,45.450914,GPS
304030,12373 Notre-Dame-Des-Anges - Parc Raimbault,855-999-8378,7070,5,public,,,,2026-06-29,,False,0.0,7070,253 rue Mozart E,Montréal,QC,H2S 1B5,,-73.613517,45.535996,GPS
304031,10265 St-Hubert,855-999-8378,7227,5,public,,,,2026-06-29,,False,0.0,7227,"254, Rue de Boisbriand",Montréal,QC,H2X 3C5,,-73.562451,45.512652,GPS
304032,10050 Place de L'Acadie,855-999-8378,6909,5,public,,,,2026-06-29,,False,0.0,6909,255 Alexis Nihon,Montréal,QC,H4M 1T5,,-73.679338,45.498292,GPS
304033,5 Chabanel,855-999-8378,7106,5,public,,,,2026-06-29,,False,0.0,7106,2550 Beaubien,Montréal,QC,H1Y 1G3,,-73.59074,45.549814,GPS
304034,10374 Sackville,855-999-8378,9750,5,public,,,,2026-06-29,,False,0.0,9750,2550 Lionel Groulx,Montréal,QC,H3J 2T8,,-73.5774739869075,45.4837776440746,GPS
304035,10725A St-Hubert,855-999-8378,7352,5,public,,,,2026-06-29,,False,0.0,7352,256 Charlevoix,Montréal,QC,H3J 1N7,,-73.575472,45.482396,GPS
304036,10760 Saint-Charles,855-999-8378,7316,5,public,,,,2026-06-29,,False,0.0,7316,2569 Park Row est,Montréal,QC,H4B 1P4,,-73.632145,45.461712,GPS
304037,300 Chabanel,855-999-8378,7161,5,public,,,,2026-06-29,,False,0.0,7161,2580 Pierre-Bernard,Montréal,QC,H1L 4P7,,-73.52001,45.604685,GPS
304038,2195 Prieur,855-999-8378,7055,5,public,,,,2026-06-29,,False,0.0,7055,26 Gounod,Montréal,QC,H2R 1A4,,-73.62820295,45.53829209,GPS
304039,12348 rue Ranger,855-999-8378,6984,5,public,,,,2026-06-29,,False,0.0,6984,260 5e ave,Montréal,QC,H4G 2Z2,,-73.5682147794168,45.4561004115911,GPS
304040,12225 Grenet,855-999-8378,7361,5,public,,,,2026-06-29,,False,0.0,7361,2606 Raudot,Montréal,QC,H4E 3C8,,-73.594599,45.447918,GPS
304041,1050 Chemin de Dunkirk,855-999-8378,7369,5,public,,,,2026-06-29,,False,0.0,7369,2627 Rozel,Montréal,QC,H3K 1T2,,-73.56341317,45.47494353,GPS
304042,10560 Rue St-Hubert : Aréna Ahuntsic,855-999-8378,10502,5,public,,,,2026-06-29,,False,0.0,10502,"2660, Avenue Bennett",Montréal,QC,H1V 3S4,,-73.5482074586029,45.5580535057011,GPS
304043,11301 de l'Acadie : Aréna Marcelin-Wilson,855-999-8378,15122,5,public,,,,2026-06-29,,False,0.0,15122,2666 Rue Théodore,Montréal,QC,H1V 3C6,,-73.54648,45.561026,GPS
304044,5195 Alfred,855-999-8378,7165,5,public,,,,2026-06-29,,False,0.0,7165,2685 De Lasalle,Montréal,QC,H1V 2L3,,-73.550274,45.554965,GPS
304045,11360 des Laurentides,855-999-8378,6887,5,public,,,,2026-06-29,,False,0.0,6887,2695A Ernest-Hemingway,Montréal,QC,H4R 3E9,,-73.71131,45.511641,GPS
304046,4701 de Bayonne : Parc Sauvé,855-999-8378,7147,5,public,,,,2026-06-29,,False,0.0,7147,2696 D'orléans,Montréal,QC,H1W 3S5,,-73.552353,45.551603,GPS
304047,10825 Edger,855-999-8378,7364,5,public,,,,2026-06-29,,False,0.0,7364,2700 Rufus-Rockhead,Montréal,QC,H4C 3L8,,-73.575791,45.479755,GPS
304048,11243 Garon - Parc Amos Garon,855-999-8378,7160,5,public,,,,2026-06-29,,False,0.0,7160,2730 St-Germain,Montréal,QC,H1W 1C2,,-73.556425,45.544453,GPS
304049,5047 Charleroi,855-999-8378,7068,5,public,,,,2026-06-29,,False,0.0,7068,"2735, Rue Cuvillier",Montréal,QC,H1W 3A9,,-73.5549184984529,45.5464253307262,GPS
304050,11917 Drapeau,855-999-8378,11592,5,public,,,,2026-06-29,,False,0.0,11592,275 39e ave,Montréal,QC,H8T 1T5,,-73.699859,45.436453,GPS
304051,3273 Gouin,855-999-8378,7194,5,public,,,,2026-06-29,,False,0.0,7194,2755 Rue Hogan,Montréal,QC,H2K 2T5,,-73.560538,45.53871,GPS
304052,4740 Charleroi,855-999-8378,7306,5,public,,,,2026-06-29,,False,0.0,7306,2767 Édouard-Montpetit,Montréal,QC,H3T 1J6,,-73.617605,45.504304,GPS
304053,4243 de Charleroi : Hôtel de Ville,855-999-8378,7350,5,public,,,,2026-06-29,,False,0.0,7350,2855 rue du Centre,Montréal,QC,H4C 3B4,,-73.57244,45.476501,GPS
304054,3700 Fleury E : Aréna Fleury,855-999-8378,10094,5,public,,,,2026-06-29,,False,0.0,10094,"287, Avenue Émile-Pominville",Montréal,QC,H8R 1M2,,-73.6505082720951,45.4476092300499,GPS
304056,117 St-Louis - St-Marcel-de-Richelieu (Bureau municipal),855-999-8378,7089,5,public,,,,2026-06-29,,False,0.0,7089,2900 Masson,Montréal,QC,H1Y 1X3,,-73.574723,45.548219,GPS
304057,4755 Jarry Est,855-999-8378,6886,5,public,,,,2026-06-29,,False,0.0,6886,291 Khalil Gibran,Montréal,QC,H4N 4A1,,-73.6681217,45.5266853,GPS
304058,5200 Lavoisier,855-999-8378,7295,5,public,,,,2026-06-29,,False,0.0,7295,2940 Côte Ste-Catherine,Montréal,QC,H3S 2C2,,-73.621948,45.504899,GPS
304059,7800 De La Salette,855-999-8378,14208,5,public,,,,2026-06-29,,False,0.0,14208,296 Rue Bourget,Montréal,QC,H4C 2M3,,-73.58081,45.47918,GPS
304060,5152 Jarry E.,855-999-8378,6908,5,public,,,,2026-06-29,,False,0.0,6908,2975 Ernest Hemmingway,Montréal,QC,H4R 0A9,,-73.716169,45.507819,GPS
304061,5345 Jarry,855-999-8378,7103,5,public,,,,2026-06-29,,False,0.0,7103,2980 Bélanger,Montréal,QC,H1Y 1A9,,-73.596116,45.554758,GPS
304062,5555 Jean-Talon Est,855-999-8378,7008,5,public,,,,2026-06-29,,False,0.0,7008,299 rue Jean-Talon E,Montréal,QC,H2R 1S9,,-73.615789,45.536993,GPS
304063,12022 Taylor,855-999-8378,9042,5,public,,,,2026-06-29,,False,0.0,9042,"30, 96e Avenue",Montréal,QC,H1A 2C7,,-73.4805203730598,45.6990421685226,GPS
304064,5300 Robert : Aréna Martin-Brodeur,855-999-8378,6848,5,public,,,,2026-06-29,,False,0.0,6848,300 Chabanel,Montréal,QC,H2N 2L2,,-73.653606,45.539904,GPS
304065,7755 Colbert : Aréna Roberto-Luongo,855-999-8378,7182,5,public,,,,2026-06-29,,False,0.0,7182,3000 rue Viau,Montréal,QC,H1V 3J3,,-73.5493068134308,45.5624923698896,GPS
304066,126 Rue Brassard,855-999-8378,9509,5,public,,,,2026-06-29,,False,0.0,9509,301 Chemin du club Marin,Montréal,QC,H3E 1V9,,-73.555049,45.459159,GPS
304068,122 Querbes,855-999-8378,13013,5,public,,,,2026-06-29,,False,0.0,13013,3041 Notre-Dame,Montréal,QC,H4C 2J2,,-73.578968,45.480917,GPS
304069,779 de l'Épée,855-999-8378,7114,5,public,,,,2026-06-29,,False,0.0,7114,3430 Cuvilier,Montréal,QC,H1W 1C7,,-73.55608,45.546656,GPS
304070,620 de l’Épée,855-999-8378,11730,5,public,,,,2026-06-29,,False,0.0,11730,"3046, Rue Jeanne-Mance",Montréal,QC,H2X 2J8,,-73.5712372,45.50937,GPS
304071,481 Édouard-Charles,855-999-8378,12990,5,public,,,,2026-06-29,,False,0.0,12990,307 Rue Brunet,Montréal,QC,H4M 1Y3,,-73.682854,45.497226,GPS
304072,1080 Rockland,855-999-8378,9816,5,public,,,,2026-06-29,,False,0.0,9816,"309, Rue Guizot",Montréal,QC,H2P 1M5,,-73.6330955999999,45.5424634,GPS
304073,5123 Durocher,855-999-8378,6895,5,public,,,,2026-06-29,,False,0.0,6895,3100 Toupin,Montréal,QC,H4K 2V4,,-73.726967,45.517305,GPS
304074,138 Rue Principale - Saint-Adelme,855-999-8378,7144,5,public,,,,2026-06-29,,False,0.0,7144,3150 Rue Sainte-Catherine E,Montréal,QC,H1W 2C3,,-73.541466,45.538602,GPS
304075,775 Muir,855-999-8378,7291,5,public,,,,2026-06-29,,False,0.0,7291,3165A Côte Ste-Catherine,Montréal,QC,H3T 1C4,,-73.622842,45.503899,GPS
304076,1807 Couvrette,855-999-8378,7174,5,public,,,,2026-06-29,,False,0.0,7174,3170 rue Des Ormeaux,Montréal,QC,H1L 4Y4,,-73.52872646,45.60407706,GPS
304077,291 Khalil Gibran,855-999-8378,7307,5,public,,,,2026-06-29,,False,0.0,7307,3175 Chemin Côte Ste-Catherine,Montréal,QC,H3T 1C5,,-73.623678,45.502698,GPS
304078,2695 Ernest-Hemingway,855-999-8378,7074,5,public,,,,2026-06-29,,False,0.0,7074,3189 Rue Masson,Montréal,QC,H1Y 1Y2,,-73.573841,45.550345,GPS
304079,4405 Bois Franc,855-999-8378,14386,5,public,,,,2026-06-29,,False,0.0,14386,"3195, Rue Dawes",Montréal,QC,H8T 3C7,,-73.6917504,45.4358461,GPS
304080,1898 Alexis-Nihon,855-999-8378,6968,5,public,,,,2026-06-29,,False,0.0,6968,"32, Chemin de la Pointe Sud",Montréal,QC,H3E 2A9,,-73.548966,45.451582,GPS
304081,1535 Beaudet,855-999-8378,6902,5,public,,,,2026-06-29,,False,0.0,6902,3200 Guenette,Montréal,QC,H4S 2G5,,-73.739193,45.506815,GPS
304082,1555 Édouard-Laurin,855-999-8378,6973,5,public,,,,2026-06-29,,False,0.0,6973,3206 Rushbrooke,Montréal,QC,H4G 1S7,,-73.565255,45.470829,GPS
304083,1677 Poirier,855-999-8378,7164,5,public,,,,2026-06-29,,False,0.0,7164,3208 Anne-Hébert,Montréal,QC,H1N 3X2,,-73.536406,45.588776,GPS
