Location_ID (PK),Street_Address,City ,State,ZIP,Intersection_Direction,Longitude,Latitude,Geocode_status
5651,315 King St W,Chatham,ON,N7M 1E9,CIVIC CENTRE,-82.191034,42.404742,GPS
5652,565 Richmond St,Chatham,ON,N7M 1R2,,-82.201645,42.390892,GPS
5653,1212 North Street,Dresden,ON,N0P 1M0,,-82.18012,42.581733,GPS
5654,775 Dufferin Ave,Wallaceburg,ON,N8A 2V3,SERVICE CENTRE,-82.387762,42.592871,GPS
5655,66 Regent St,Blenheim,ON,N0P 1A0,,-81.993613,42.331752,GPS
5656,98 Victoria St E,Amherst,NS,B4H 1X6,,-64.212715,45.834248,GPS
5657,1 Monora Park Drive,Orangeville,ON,L9W 0E1,,-80.103886,43.940995,GPS
5658,1 Monora Park Drive,Orangeville,ON,L9W 0E1,,-80.103901,43.941032,GPS
5659,1 Monora Park Drive,Orangeville,ON,L9W 0E1,,-80.103913,43.941087,GPS
5660,1875 Buckhorn Gate,Mississauga,ON,L4W 5N9,,-79.612534,43.642557,GPS
5661,1875 Buckhorn Gate,Mississauga,ON,L4W 5N9,,-79.612921,43.641869,GPS
5662,18 Av Antonine-Maillet,Moncton,NB,E1A 3E9,En face du centre étudiant,-64.783055,46.104882,GPS
5663,151 Québec 116,Cleveland,QC,J0B 2H0,,-72.1227,45.6747,GPS
5664,415 Av. de l’Université,Moncton,NB,E1A 3E9,Biblioteque Champlain small back parking lot,-64.786899,46.104836,GPS
5665,235 Lakeshore Dr,North Bay,ON,P1A 2B9,Outside,-79.45069,46.285503,GPS
5666,1166 5th line,Port Hope,ON,L1A 3V5,,-78.442796,43.990223,GPS
5667,65 Rue Saint-Pierre,Rigaud,QC,J0P 1P0,Aréna (droite),-74.308357,45.473736,GPS
5668,21 Bellerose Drive,St Albert,AB,T8N 5E1,Charging Station available for car wash customers,-113.622,53.646606,GPS
5669,50 Charlton Ave E,Hamilton,ON,L8N 1Y3,,-79.871552,43.247881,GPS
5670,825 Coxwell Ave,Toronto,ON,M4C 3E7,Thomson centre parking,-79.324774,43.689865,GPS
5671,825 Coxwell Ave,Toronto,ON,M4C 3E7,Thomson centre parking,-79.324796,43.689826,GPS
5672,825 Coxwell Ave,Toronto,ON,M4C 3E7,Thomson centre parking,-79.324903,43.689865,GPS
5673,825 Coxwell Ave,Toronto,ON,M4C 3E7,Thomson centre parking,-79.324871,43.689873,GPS
5674,825 Coxwell Ave,Toronto,ON,M4C 3E7,Thomson centre Parking,-79.324849,43.689811,GPS
5675,825 Coxwell Ave,Toronto,ON,M4C 3E7,Thomson Centre Parking,-79.324871,43.68985,GPS
5676,825 Coxwell Ave,Toronto,ON,M4C 3E7,Thomson centre parking,-79.324828,43.68985,GPS
5677,825 Coxwell Ave,Toronto,ON,M4C 3E7,Thomson Centre parking,-79.324839,43.689873,GPS
5678,825 Coxwell Ave,Toronto,ON,M4C 3E7,Thomson centre parking,-79.324806,43.689842,GPS
5679,450 SW Marine Dr,Vancouver,BC,V5X 4V2,Please pay for parking at kiosk.,-123.115533,49.210102,GPS
5680,2170 Judy Recker Cr,LaSalle,ON,N9J 0C3,Outdoors at Public Works parking lot,-83.04399,42.219204,GPS
5681,295 Old Island Hwy,Courtenay,BC,V9N 3P3,,-124.993071,49.695364,GPS
5682,830 Cliffe Ave,Courtenay,BC,V9N 2J7,,-124.995691,49.68968,GPS
5683,9504 96 St,Fort St. John,BC,V1J 1K9,,-120.84251,56.24115,GPS
5684,1855 Noel Ave,Comox,BC,V9M 2H4,,-124.929054,49.681664,GPS
5685,1 Beach Road,Sandspit,BC,V0T 1T0,,-131.83046,53.24172,GPS
5686,2674 Dunsmuir Ave,Cumberland,BC,V0R 1S0,,-125.032168,49.619048,GPS
5687,2674 Dunsmuir Ave,Cumberland,BC,V0R 1S0,,-125.032313,49.619033,GPS
5688,"2400, boul. du Millénaire",St-Basile-le-Grand,QC,J3N 1T8,Stationnement IGA - Adaptateur disponible à la courtoisie du magasin IGA,-73.303219,45.523068,GPS
5689,1501 Carling avenue,Ottawa,ON,K1Z 7M1,,-75.74213,45.383989,GPS
5690,820 Turnberry St,Brussels,ON,N0G 1H0,,-81.255583,43.73808,GPS
5691,820 Turnberry St,Brussels,ON,N0G 1H0,,-81.25566,43.738026,GPS
5692,77722A London Rd,Clinton,ON,N0M 1L0,,-81.531518,43.597886,GPS
5693,398 NS-303,Digby,NS,B0V 1A0,,-65.77109,44.60294,GPS
5694,970 Front Rd,LaSalle,ON,N9J 1Z9,Outdoors at the Event Centre parking lot,-83.102692,42.238249,GPS
5695,15615 104 Avenue,Surrey,BC,V4N 2H4,,-122.7882883,49.1924155,GPS
5696,1420 Chemin Des Navigateurs,Shawinigan,QC,G9T 0G9,,-72.67361012,46.64174094,GPS
5697,155 Queens Quay E,Toronto,ON,M5A 1B6,,-79.36672,43.644245,GPS
5698,155 Queens Quay E,Toronto,ON,M5A 1B6,,-79.36717,43.644264,GPS
5699,155 Queens Quay E,Toronto,ON,M5A 1B6,,-79.36712,43.64416,GPS
5700,155 Queens Quay E,Toronto,ON,M5A 1B6,,-79.36708,43.644264,GPS
5701,155 Queens Quay E,Toronto,ON,M5A 1B6,North east by stair G,-79.367043,43.64427,GPS
5702,155 Queens Quay E,Toronto,ON,M5A 1B6,,-79.36702,43.644314,GPS
5703,4458 Beresford Street,Burnaby,BC,V5H 0J1,,-123.005061,49.22516,GPS
5704,2725 Koyl Avenue Hangar 19,Saskatoon,SK,S7L 1B8,,-106.6830107,52.1683097,GPS
5705,4010 Walters St,Merritt,BC,V1K 1L7,,-120.769517,50.12259,GPS
5706,Plains at Brant,Burlington,ON,L7R 5B3,Beside Hyundai Sign,-79.81669,43.33831,GPS
5707,18 York St,Toronto,ON,M5J 2T8,,-79.382562,43.64305,GPS
5708,18 York St,Toronto,ON,M5J 0B2,,-79.382412,43.643243,GPS
5709,18 York St,Toronto,ON,M5J 0B2,,-79.382317,43.643334,GPS
5710,1875 Buckhorn Gate,Mississauga,ON,L4W 5N9,,-79.613114,43.641959,GPS
5711,41350 Lougheed Hwy.,Deroche,BC,V0M 1G0,,-122.08077,49.174812,GPS
5712,41350 Lougheed Hwy.,Deroche,BC,V0M 1G0,,-122.08078,49.17479,GPS
5713,441 Carlingview Dr,Etobicoke,ON,M9W 5G8,,-79.600272,43.699323,GPS
5714,530 de la Montagne,Edmonton,AB,T5G 0W6,,-113.521373,53.568887,GPS
5715,710-730 Stremel Rd,Kelowna,BC,V1X 5E7,,-119.399374,49.904661,GPS
5716,630 Veterans Drive,Barrie,ON,L4N 9J4,,-79.6991365,44.3299842,GPS
5717,10396 Yonge St,Richmond Hill,ON,L4C 3C3,Behind Mazda dealership,-79.440209,43.880962,GPS
5718,333204 Plank Line,Mount Elgin,ON,N0J 1N0,,-80.790365,42.956815,GPS
5719,1001 Farrar Road,Kanata,ON,K2K 0B3,,-75.9094293,45.3437322,GPS
5720,1402 Queen Street,Alton,ON,L7K 0C3,,-80.071779,43.858757,GPS
5721,50 Minthorn Blvd,Markham,ON,L3T 7X8,,-79.379092,43.844084,GPS
5722,"30 Leek Crescent, 38 Leek Crescent",Richmond Hill,ON,L4B 4N8,,-79.376272,43.863702,GPS
5723,1 monora park,Orangeville,ON,L9W 0E1,,-80.10388,43.9409776,GPS
5724,555 Madawaska Road,Grand Falls,NB,G9N 0A3,,-67.7557123,47.0597375,GPS
5725,211 Silver Star Boulevard,Scarborough,ON,M1V0A9,,-79.29295,43.81081,GPS
5726,721 1st Ave,Ladysmith,BC,V9G 1A5,Ladysmith Museum,-123.819404,48.995006,GPS
5727,334 Metcalfe St W,Strathroy,ON,N7G 1N5,West Middlesex Memorial Arena - 2,-81.63096,42.94906,GPS
5728,667 Adair Blvd,Strathroy,ON,N7G 3H8,,-81.606415,42.983418,GPS
5729,667 Adair Blvd,Strathroy,ON,N7G 3H8,,-81.606472,42.983442,GPS
5730,200 Hemlock St,Ucluelet,BC,V0R 3A0,,-125.552655,48.945345,GPS
5731,19-21 Lynden Road,Brantford,ON,N3R 8B8,,-80.244624,43.173676,GPS
5732,45933 Trethewey Avenue,Chilliwack,BC,V2P 1K4,,-121.9537751,49.1631373,GPS
5733,2291 Cedar Hill Cross Rd,Victoria,BC,V8P 5H9,,-123.310747,48.456207,GPS
5734,172 Duckworth Street,St. John's,NL,A1C 1G2,,-52.70329,47.568334,GPS
5735,930 Seymour St,Vancouver,BC,V6B 1B4,,-123.1208819,49.2792327,GPS
5736,4769 Hazel St,Burnaby,BC,V5H 1S7,,-122.9967879,49.2290007,GPS
5737,4390 Grange St,Burnaby,BC,V5H 1P6,,-123.0062444,49.2319449,GPS
5738,939 Beatty St,Vancouver,BC,V6Z 3C1,,-123.1163952,49.2763103,GPS
5739,391 Westville Rd,New Glasgow,NS,B2H 2J6,Outside,-62.659367,45.58146,GPS
5740,1426 BC-4,Tofino,BC,V0R 2Z0,,-125.8673,49.106644,GPS
5741,1638 Cedar Rd,Ucluelet,BC,V0R 3A0,,-125.54745,48.943333,GPS
5742,100-1717 Waverley Street,Winnipeg,MB,R3Y 1V2,,-97.180278,49.816333,GPS
5743,100-1717 Waverley Street,Winnipeg,MB,R3T 6A9,,-97.180246,49.816386,GPS
5744,#600 Industrial Rd West,Hanna,AB,T0J 1P0,,-111.940736,51.635403,GPS
5745,211 Adelaide St W,Toronto,ON,M5H 3G2,,-79.387034,43.64817,GPS
5746,"1051, route 111 est",Amos,QC,J9T 1N2,"PIS TOI, AS-TU TON POIRIER ?!",-78.102337,48.56041,GPS
5747,7727 110 Ave NW,Calgary,AB,T3R 1R8,,-114.196984,51.151889,GPS
5748,1800 S Alder St,Campbell River,BC,V9W 7J1,,-125.23384,49.977707,GPS
5749,101 - 19322 34a Ave,Surrey,BC,V3Z 1A1,,-122.688227,49.064349,GPS
5750,450 Ferry Landing Rd,Balfour,BC,V0G 1C0,,-116.960065,49.624976,GPS
5751,380 Frontage,Virden,MB,R0M 2C0,,-100.927938,49.860349,GPS
5752,7488 Southwynde Ave,Burnaby,BC,V3N 5C6,,-122.964033,49.207293,GPS
5753,158 Domville St,Arthur,ON,N0G 1A0,,-80.533699,43.83667,GPS
5754,151 Esplanade W Floor P1,North Vancouver,BC,V7M 3H9,,-123.082238,49.311038,GPS
5755,151 Esplanade W,North Vancouver,BC,V7M 3H9,,-123.082225,49.311036,GPS
5756,1600 Main St South,Dauphin,MB,R7N 3B3,,-100.061288,51.1333424,GPS
5757,19228 – 34A Ave,Surrey,BC,V3Z 1A1,,-122.6904122,49.0641788,GPS
5758,2402 20 Ave.,Bowden,AB,T0M 0K0,,-114.026185,51.934188,GPS
5759,108 Erie St North,LEAMINGTON,ON,N8H 0A9,,-82.599124,42.056756,GPS
5760,9191 Boul Cavendish,Montréal,QC,H4T 1M8,,-73.691739,45.492197,GPS
5761,9191 Boul Cavendish,Montréal,QC,H4T 1M8,,-73.6894,45.4911,GPS
5762,222 3rd Avenue SW,Calgary,AB,T2P 0B4,,-114.06722,51.05104,GPS
5763,80 Walter Hardwick Ave,Vancouver,BC,V5Y 0C3,P1 Parkade,-123.105713,49.270786,GPS
5764,122 Walter Hardwick Ave,Vancouver,BC,V5Y 0E2,P1 East,-123.106838,49.270575,GPS
5765,1496 Hollis St,Halifax,NS,B3J 3Z1,,-63.57153,44.64465,GPS
5766,85 Centennaire Dr,Southport,MB,R0H 1N1,,-98.27463,49.917797,GPS
5767,32 Mill Street,Thornbury,ON,N0H 2P0,,-80.449782,44.561928,GPS
5768,755 Grand Ave West,Chatham,ON,N7M 5L1,,-82.213204,42.395413,GPS
5769,45585 Luckakuck Way,Chilliwack,BC,V2R 1A3,,-121.965875,49.141387,GPS
5770,1816 Cranbrook St N,Cranbrook,BC,V1C 0A8,,-115.7465224,49.5291557,GPS
5771,2203 Alta Vista Drive,Ottawa,ON,K1H 7L9,,-75.661598,45.388765,GPS
5772,120a Bd Desjardins E,Sainte-Thérèse,QC,J7E 1C8,,-73.823959,45.634417,GPS
5773,55 Musketeer Rd,Southport,MB,R0H 1N0,,-98.2728,49.915203,GPS
5774,67 rue du Rocher,Rivière-du-Loup,QC,G5R 1J8,,-69.53625,47.837464,GPS
5775,1816 Cranbrook St N,Cranbrook,BC,V1C 3T1,,-115.7465224,49.5291557,GPS
5776,20 Rue De Toulon,Saint-Augustin-De-Desmaures,QC,G3A 3A9,,-71.43087,46.75248,200-8
5777,185 2e Rang,Saint-Louis-de-Blandford,QC,G0Z 1B0,,-72.052939,46.218725,GPS
5778,678 Hwy 401 Westbound,Mallorytown,ON,K0E 1R0,,-75.857095,44.489291,GPS
5779,500 MB-5,Neepawa,MB,R0J 1H0,,-99.47881376,50.22681562,GPS
5780,864 Tsimshian Blvd,Kitimat,BC,V8C 1T5,,-128.651,54.0535,GPS
5781,1249 Rue Principale,Beresford,NB,E8K 1A1,,-65.688673,47.67078,GPS
5782,1428 Lansdowne St W,Peterborough,ON,K9J 2A2,,-78.35981,44.278988,GPS
5783,399 Memorial Ave,Thunder Bay,ON,P7B 3Y4,,-89.2350136,48.4245171,GPS
5784,39 Glebe Street,Cambridge,ON,N1S 2P1,,-80.319332,43.354642,GPS
5785,"95 Mural Street, Suite 302",Richmond Hill,ON,L4B 3G2,,-79.3809859,43.8618839,GPS
5786,449 Queen Street West,St. Marys,ON,N4X 1B7,,-81.158999,43.258577,GPS
5787,180 McDonald St,Goderich,ON,N7A 3N5,,-81.715136,43.737002,GPS
5788,2100 Bd du Traversier,Pincourt,QC,J7V 5L1,,-73.982946,45.385981,GPS
5789,2601 Regent st,Sudbury,ON,P3E 6K6,,-80.9865332,46.4424999,GPS
5790,120a Bd Desjardins E,Sainte-Thérèse,QC,J7E 1C8,,-73.824023,45.634462,GPS
5791,120 Bd Desjardins E,Sainte-Thérèse,QC,J7E 1C8,Back garage,-73.8238,45.63442,GPS
5792,685 Notre Dame Drive,Kamloops,BC,V2C 5N7,,-120.354801,50.662921,GPS
5793,6167 Yonge St,Toronto,ON,M2M 3X2,Service Lot,-79.418152,43.792989,GPS
5794,52 Montreal St,Goderich,ON,N7A 2G4,Parking Lot,-81.713265,43.741951,GPS
5795,351 Cove Rd,Goderich,ON,N7A,Parking Lot,-81.7251,43.732112,GPS
5796,50 Canal Street East,Bobcaygeon,ON,K0M 1A0,,-78.542655,44.539159,GPS
5797,1167 Garrison Rd,Fort Erie,ON,L2A 1N8,,-78.959007,42.904421,GPS
5798,970 Front Rd,LaSalle,ON,N9J 1Z9,Outdoors at the Event Centre parking lot,-83.102625,42.238223,GPS
5799,970 Front Rd,LaSalle,ON,N9J 1Z9,Outdoors at the Event Centre parking lot,-83.102617,42.238246,GPS
5800,970 Front Rd,LaSalle,ON,N9J 1Z9,Outdoors at the Event Centre parking lot,-83.102659,42.238228,GPS
5801,970 Front Rd,LaSalle,ON,N9J 1Z9,Outdoors at the Event Centre parking lot,-83.102698,42.23823,GPS
5802,377 Lerwick,Courtenay,BC,V9N 9G4,,-124.96775,49.7109,GPS
5803,17 Knights Avenue,Souris,PE,C0A 1T0,,-62.244142,46.352199,GPS
5804,805 Walkers Line,Burlington,ON,L7N 2G1,,-79.7821,43.363194,GPS
5805,1500 Richmond Avenue,Brandon,MB,R7A 7E3,,-99.9573301,49.8270016,GPS
5806,50 Cannon Drive,Slemon Park,PE,C0B 2A0,,-63.831884,46.432005,GPS
5807,120 Heather Moyse Drive,Summerside,PE,C1N 5Y8,,-63.785139,46.38944,GPS
5808,104 Edward St E,Creemore,ON,L0M 1G0,,-80.09428,44.32688,200-8
5809,2391 St. Alphonse Street,Tecumseh,ON,N8N 0C1,,-82.882139,42.2830001,GPS
5810,917 Lesperance Road,Tecumseh,ON,N8N 1W9,,-82.887975,42.315433,GPS
5811,1 Government Road,Weyburn,SK,S4H 0X6,,-103.858789,49.660887,GPS
5812,13451 Riverside Drive Eas,Tecumseh,ON,N8N 2M8,,-82.867194,42.325278,GPS
5813,9111 Keele St,Concord,ON,L4K 2N1,,-79.505194,43.833484,GPS
5814,1725 16th Avenue,Richmond Hill,ON,L4B 4C6,,-79.37911,43.863302,GPS
5815,9127 Montrose Road,Niagara Falls,ON,L2E7J9,Rear of E.S. Fox employee Lot E,-79.1261,43.04269,GPS
5816,9127 Montrose Road,Niagara Falls,ON,L2E7J9,Rear of E.S. Fox employee Lot E,-79.12627,43.042572,GPS
5817,2672 Robie St,Halifax,NS,B3K 4N8,Left of main doors,-63.596596,44.65556,GPS
5818,955 Oliver Rd,Thunder Bay,ON,P7B 5E1,,-89.259271,48.420255,GPS
5819,955 Oliver Rd,Thunder Bay,ON,P7B 5E1,,-89.259306,48.420208,GPS
5820,955 Oliver Rd,Thunder Bay,ON,P7B 5E1,,-89.259403,48.420229,GPS
5821,955 Oliver Rd,Thunder Bay,ON,P7B 5E1,,-89.259332,48.420294,GPS
5822,955 Oliver Rd,Thunder Bay,ON,P7B 5E1,,-89.258093,48.422045,GPS
5823,955 Oliver Rd,Thunder Bay,ON,P7B 5E1,,-89.258017,48.422172,GPS
5824,955 Oliver Rd,Thunder Bay,ON,P7B 5E1,,-89.257762,48.422404,GPS
5825,3001 Vanier Dr,Courtenay,BC,V9N 5Y2,,-125.000584,49.711073,GPS
5826,1 Government Road,Weyburn,SK,S4H 0X6,,-103.859523,49.6608757,GPS
5827,184 Street & Lessard Road,Edmonton,AB,T6M 2W8,,-113.6418139,53.4857775,GPS
5828,60 Millennium Pkwy,Belleville,ON,K8N 4Z5,Southwest corner of building,-77.40798,44.19027,GPS
5829,60 Millennium Pkwy,Belleville,ON,K8N 4Z5,,-77.40425,44.193348,GPS
5830,120 13th Ave,Sointula,BC,V0N 3E0,Turn left off of ferry on to 1st Street until intersection with 13th Avenue and turn right. Charger on the side of the firehall.,-127.01765,50.62805,200-8
5831,361 Albert Hole Rd,Coal Harbour,BC,V0N 1K0,"Upon entering Coal Harbour from Port Hardy, proceed along Coal Harbour Road and turn right at convenience store on to Harbour Road.  Then turn right onto Albert Hole Road and continue up to firehall.  Charger is mounted adjacent to the firehall’s mandoor.",-127.58435,50.60059,200-8
5832,2044 McNeill Rd,Port McNeill,BC,V0N 2R0,Off Hwy 19 at Port McNeill Junction and onto Campbell Way. Turn right on to McNeill Road and first building on the left is the Regional District Office.,-127.07978,50.5848,200-8
5833,2205 Campbell Way,Port McNeill,BC,V0N 2R0,Past Petro Canada .5km at the arena Marquis,-127.07681,50.58266,200-8
5834,1000 McBride St,Prince Rupert,BC,V8J 3H1,,-130.31338,54.309812,GPS
5835,18100 Yonge street,Newmarket,ON,L3Y 8V1,,-79.4846513,44.0684579,GPS
5836,2444 king george hwy,Miramichi,NB,E1V 6W3,,-65.493774,47.0289,GPS
5837,1400 Barry Downe Rd Walter curl look Dr,Greater Sudbury,ON,P3A 3V8,Parking Lot 15,-80.94111,46.529791,GPS
5838,2444 King George Hwy,Miramichi,NB,E1V 6S2,Inside Showroom,-65.49329,47.028847,GPS
5839,2444 King George Hwy,Miramichi,NB,E1V 6S2,Inside Shop,-65.49347,47.028934,GPS
5840,955 Oliver Rd,Thunder Bay,ON,P7B 5E1,,-89.257909,48.422284,GPS
5841,150 King Street West,Toronto,ON,M5H 1J9,,-79.3849029,43.648181,GPS
5842,2255 Sheppard Avenue East,North York,ON,M2J 4Y1,,-79.327072,43.773113,GPS
5843,750 17th Street,West Vancouver,BC,V7V 3T3,,-123.1595,49.331298,GPS
5844,1 Laurier Dr,LaSalle,ON,N9J 3L4,,-83.104839,42.236221,GPS
5845,1 Laurier Dr,LaSalle,ON,N9J 3L4,,-83.104766,42.23621,GPS
5846,105 King St E,Kitchener,ON,N2G 2K8,,-80.4875,43.448654,GPS
5847,125 King St E,Kitchener,ON,N2G 2K8,,-80.487479,43.448654,GPS
5848,12709 100th St,Grande Prairie,AB,T8V 4H2,Outside,-118.79347,55.196045,GPS
5849,2755 Tutt St,Kelowna,BC,V1Y 0G1,Top Parkade - Under solar canopy,-119.489395,49.86576,GPS
5850,4835 Headquarters Rd,Courtenay,BC,V9J 1P2,,-125.004684,49.70737,GPS
5851,618 University Avenue,Charlottetown,PE,C1E 1E3,,-63.1449288,46.2623109,GPS
5852,1010 Sherbrooke O,Montréal,QC,H3A 2R7,,-73.575207,45.501903,GPS
5853,2225 Sheppard Avenue East,North York,ON,M2J 5C2,,-79.327687,43.7731,GPS
5854,200 Kennedy Rd S,Brampton,ON,L6W 3G6,,-79.728588,43.680125,GPS
5855,46 Hart Lake Rd,Bear Lake,BC,V0J 3G0,,-122.6772873,54.4935353,GPS
5856,5400 Hospital Rd,Chetwynd,BC,V0C 1J0,,-121.639067,55.6955806,GPS
5857,11628 8th St,Dawson Creek,BC,V1G 4R7,,-120.2221979,55.7416815,GPS
5858,9716 Old Fort Rd,Fort St John,BC,V1J 0S6,,-120.8754165,56.24335707,GPS
5859,600 Mackenzie Blvd,Mackenzie,BC,V0J 2C0,,-123.0957515,55.3405142,GPS
5860,1686 Main St,Masset,BC,V0T 1M0,,-132.1452421,54.0124432,GPS
5861,#825 Hwy 16,Skidegate,BC,V0T 1Y0,,-131.9948013,53.26266051,GPS
5862,215 Font St,Tumbler Ridge,BC,V0C 2W0,,-120.9982676,55.124686,GPS
5863,170 Watson Rd S,Guelph,ON,N1L 1C1,,-80.19389,43.55789,GPS
5864,1 Acokan,Wemotaci,QC,G0X 3R0,,-73.78772035,47.90223965,GPS
5865,330 Queens Plate Dr,Etobicoke,ON,M9W 7J7,,-79.597192,43.722531,GPS
5866,206 Main Street,Russell,MB,R0J 1W0,,-101.289073,50.776555,GPS
5867,705 11th Avenue,Kindersley,SK,S0L 1S0,,-109.143563,51.474495,GPS
5868,1380 Aster St,Pemberton,BC,V0N 2L0,,-122.807042,50.320901,GPS
5869,174 Trenton Frankford Rd,Trenton,ON,K8V 5P6,,-77.5932418,44.1229155,GPS
5870,92 Water St,Minden,ON,K0M 2A1,,-78.7155534,44.9311254,GPS
5871,400 King St,Estevan,SK,S4A 2B4,,-102.9780998,49.1452591,GPS
5872,2725 Round Lake Road,Lake Centre,ON,K0J 2J0,,-77.534806,45.614444,GPS
5873,7000 Kinsmen Ct,Niagara Falls,ON,L2H 0Y5,,-79.12169,43.073974,GPS
5874,70 Bill Slater Dr,Moncton,NB,E1G 4K6,,-64.89719,46.09844,GPS
5875,550 University Avenue,Charlottetown,PE,C1A 4P3,,-63.1412763,46.2573668,GPS
5876,500 Division Road,Windsor,ON,N8X 0A7,,-83.000139,42.270333,GPS
5877,1905 Boxwood Rd,Nanaimo,BC,V9S 5X9,,-123.986231,49.183137,GPS
5878,177 Tie Road,Tiverton,ON,N0G 2T0,B10 Parking Lot,-81.594978,44.321017,GPS
5879,B10 tie road,Tiverton,ON,N0G 2T0,B10 Parking Lot,-81.595134,44.320816,GPS
5880,B10 B10,Tiverton,ON,N0G 2T0,B10 Parking Lot,-81.595111,44.320827,GPS
5881,B10 B10,Tiverton,ON,N0G 2T0,B10 Parking Lot,-81.595184,44.320759,GPS
5882,177 Tie Road B10,Tiverton,ON,N0G 2T0,B10 Parking Lot,-81.595215,44.32073,GPS
5883,177 Tie Road,Tiverton,ON,N0G 2T0,B10 Parking Lot,-81.595088,44.320895,GPS
5884,177 Tie Road B11,Tiverton,ON,N0G 2T0,B11 back parking,-81.59856,44.324234,GPS
5885,177 Tie Road,Tiverton,ON,N0G 2T0,B11 back parking,-81.59868,44.324113,GPS
5886,3199 Lake Shore Blvd W,Toronto,ON,M8V 1K8,,-79.520457,43.595621,GPS
5887,3199 Lake Shore Blvd W,Toronto,ON,M8V 1K8,,-79.520383,43.595641,GPS
5888,3199 Lake Shore Blvd W,Toronto,ON,M8V 1K8,,-79.520534,43.595606,GPS
5889,3199 Lake Shore Blvd W,Toronto,ON,M8V 1K8,,-79.520316,43.595653,GPS
5890,3199 Lake Shore Blvd W,Toronto,ON,M8V 1K8,,-79.520717,43.595563,GPS
5891,753007 2 Line EHS Mono,Orangeville,ON,L9W 2Z7,,-80.04762,43.930904,GPS
5892,1033 Belmont Ave,Victoria,BC,V8S 3T4,Upper Level Garage,-123.336878,48.424636,GPS
5893,685 Rue Sainte-Marguerite,Québec,QC,G1K 6N4,,-71.220474,46.81408,GPS
5894,4720 Crowchild TR N.W.,Calgary,AB,T3A 2N2,,-114.1456332,51.0971096,GPS
5895,10 New Gower St,St. John's,NL,A1C 1J3,,-52.711863,47.5619285,GPS
5896,3199 Lake Shore Blvd W,Toronto,ON,M8V 1K8,,-79.520382,43.595639,GPS
5897,3199 Lake Shore Blvd W,Toronto,ON,M8V 3N2,,-79.520595,43.595591,GPS
5898,3199 Lake Shore Blvd W,Toronto,ON,M8V 1K8,,-79.520256,43.595666,GPS
5899,3199 Lake Shore Blvd W,Toronto,ON,M8V 1K8,,-79.520165,43.595685,GPS
5900,3199 Lake Shore Blvd W,Toronto,ON,M8V 3N2,,-79.520654,43.595577,GPS
5901,3 Royal St,Happy Valley-Goose Bay,NL,A0P 1C0,Near HYDRO / HVGB DCFC,-60.322605,53.299313,GPS
5902,685 Rue Sainte-Marguerite,Québec,QC,G1K 6N4,,-71.220563,46.814102,GPS
5903,111 rue de la Sûreté,Dunham,QC,J0E 1M0,,-72.761305,45.1828,GPS
5904,478 Pine Street,Vanderhoof,BC,V0J 3A0,,-124.0207312,54.0131945,GPS
5905,4340 Highway 12 E,Lacombe,AB,T4L 1A4,,-113.72109,52.46325,200-8
5906,1221 Sandford St,London,ON,N5V 2J8,,-81.20512,43.020596,GPS
5907,8855 Bd Taschereau,Brossard,QC,J4Y 1A4,,-73.472063,45.440287,GPS
5908,685 Rue Sainte-Marguerite,Québec,QC,G1K 6N4,,-71.220559,46.814088,GPS
5909,2590 Bowen Road,Nanaimo,BC,V9T 3L3,,-124.000275,49.20343,GPS
5910,603 W 59th Ave,Vancouver,BC,V5X 1X4,Visitor Parking,-123.115326,49.217323,GPS
5911,2235 Sheppard Avenue East,North York,ON,G9N 0A3,,-79.327675,43.773021,GPS
5912,524 Main Street,Sussex,NB,E4E 3E4,,-65.503963,45.721565,GPS
5913,16070 Boul. Henri-Bourassa,Québec,QC,G1G 3Z8,Front parking lot Toyota,-71.290596,46.8852,GPS
5914,3969 Crawford Ave,Merritt,BC,V1K 0A4,,-120.750213,50.124356,GPS
5915,430 Essa Rd,Barrie,ON,L4N 9C6,Near entrance off of Essa Road,-79.7042,44.34592,GPS
5916,30 rue John,Campbell's Bay,QC,J0X 1K0,,-76.600047,45.735496,GPS
5917,1085 Boulevard Roland-Godard,Saint-Jérôme,QC,J7Y 4C4,,-74.028719,45.795,GPS
5918,6780 Kingston Road,Scarborough,ON,M1B 1G8,,-79.147612,43.798911,GPS
5919,1090 Don Mills Road,Toronto,ON,M3C 3R6,,-79.345865,43.735767,GPS
5920,138 NS-289,New Glasgow,NS,B2H 2T5,,-62.644027,45.587712,GPS
5921,138 NS-289,New Glasgow,NS,B2H 2T5,,-62.644052,45.587657,GPS
5922,10 Glasgow St,New Glasgow,NS,B2H,,-62.646116,45.586293,GPS
5923,4523 4 Ave,Edson,AB,T7E 1C3,,-116.420913,53.58557,GPS
5924,29 Noxon Street,Ingersoll,ON,N5C 1B8,,-80.875181,43.031733,GPS
5925,5600 Kwantlen St.,Richmond,BC,V6X 2X9,,-123.128088,49.175378,GPS
5926,2730 ON-3,Tecumseh,ON,N0R 1L0,,-82.960482,42.227849,GPS
5927,2730 ON-3,Tecumseh,ON,N0R 1L0,,-82.960442,42.227839,GPS
5928,8 Henegan Road,Niagara-on-the-Lake,ON,L0S 1J0,,-79.1270612,43.2172484,GPS
5929,1125 Elgin St W,Cobourg,ON,K9A 5T9,,-78.2033473,43.9687794,GPS
5930,4150 Walker Rd,Windsor,ON,N8W 3T5,,-82.9653948,42.2590133,GPS
