Station Name,Street Address,Intersection Directions,City,State,ZIP,Station Phone,Extension/Second Number,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,EV Connector Types,Access Code,Access Detail Code,EV Pricing,EV On-Site Renewable Source,Restricted Access,Maximum Vehicle Class,EV Workplace Charging
2704337 ONT INC CHARGE 1,44 Corporate Ct,,Guelph,ON,N1G 5G5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.491202,-80.209208,2026-06-29,332137,J1772,public,,Price Information not available,,0,,0
Courthouse - Orangeville,44 Elizabeth Street,,Orangeville,ON,L9W 1E5,888-356-8911,,24 hours daily,,,4,1,FLO,https://www.flo.com,GPS,43.919636,-80.103688,2026-06-29,201650,CHADEMO J1772 J1772COMBO,public,,Price Information not available,,0,,0
KITCHENER FRANCIS&JOSEPH,44 Francis St S,,Kitchener,ON,N2G 2A2,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.450498,-80.497499,2026-06-29,204676,J1772,public,,Price Information not available,,0,,0
UFV EV STATION CHIL L2 LOT 5,44 Givenchy Rd,,Chilliwack,BC,V2R 5X6,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.100232,-121.97168,2026-06-29,452283,J1772,public,,Price Information not available,,0,,0
UFV EV STATION CHIL L2 LOT 5.1,5579 Tyson Rd,,Chilliwack,BC,V2R,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.100462,-121.971708,2026-06-29,102707,J1772,public,,Price Information not available,,0,,0
Bretton Place-2 (Public),44 Jackes Ave 33 Rosehill Ave,,Toronto,ON,M4T 1E5,888-356-8911,,24 hours daily,,,9,,FLO,https://www.flo.com,GPS,43.6856555,-79.3915122,2026-06-29,301656,J1772,public,,Price Information not available,,0,,0
White Water Regional Municipal Offices,44 Main St,,Cobden,ON,K0J 1K0,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,45.627042,-76.883697,2026-06-29,186391,J1772,public,,Price Information not available,,0,,0
SIGA NORTHERN LTS 2,44 Marquis Rd,Northern Lights Casino,Prince Albert,SK,S6V 5G2,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,53.179955,-105.75593,2026-06-29,326749,J1772COMBO,public,,Price Information not available,,0,,0
SIGA NORTHERN LTS 1,44 Marquis Road,Northern Lights Casino,Prince Albert,SK,S6V 7Y5,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,53.180646,-105.754922,2026-06-29,326750,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
SIGA NORTHERN LTS AC,44 Marquis Road,,Prince Albert,SK,S6V 5G2,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,53.18066,-105.75513,2026-06-29,327582,J1772,public,,Price Information not available,,0,,0
HYDRO STEPHENVLE DCFC,44 Queen Street,Days Inn; ChargePoint 24hr EV Driver Support: 1-888-758-4389 (*Indicate you’re in Canada*); NL Hydro (Feedback & Report Issues): EVSupport@nlh.nl.ca,Stephenville,NL,A2N 2Z5,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,48.549694,-58.572944,2026-06-29,156770,CHADEMO J1772COMBO,public,,Price Information not available,,0,LD,0
HYDRO STEPHENVLE L2,44 Queen Street,Days Inn,Stephenville,NL,A2N 2M5,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,48.547523,-58.573406,2026-06-29,225868,J1772,public,,Price Information not available,,0,LD,0
RECHARGECO SUTTON 01,"44, rue Principale N",Stationnement IGA - Adaptateur disponible à la courtoisie du magasin IGA,Sutton,QC,J0E 2K0,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,45.10985,-72.616104,2026-06-29,232608,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
RECHARGECO SUTTON 02,"44, rue Principale N",Stationnement IGA - Adaptateur disponible à la courtoisie du magasin IGA,Sutton,QC,J0E 2K0,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,45.109813,-72.616109,2026-06-29,232609,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
440 Beaubien,440 Beaubien,,Montréal,QC,H2S 2P7,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.534569,-73.60441,2026-06-29,304291,J1772,public,,Price Information not available,,0,,0
Boralex - Centre récréatif Norman-Boisvert,440 boul Marie-Victorin,,Kingsey Falls,QC,J0A 1B0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,45.863366,-72.06908,2026-06-29,129799,J1772,public,,Price Information not available,,0,,0
First Capital Asset Management LP,440 Columbia St W,,Waterloo,ON,N2T 2W1,,,24 hours daily,,,2,,Non-Networked,,GPS,43.46777,-80.56686,2025-10-13,209318,J1772,public,,Price Information not available,,0,LD,0
COMPLEXE 440 VW TYPE 2 CHARGER,Desserte Sud Laval Est A-440,,Laval,QC,H7E,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.611687,-73.681226,2026-06-29,163021,J1772,public,,Price Information not available,,0,,0
CAVALCADE FORD CAVALCADE 05,440 Ecclestone Dr,Station is in the back of the building,Bracebridge,ON,P1L 1Z6,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.019712,-79.314507,2026-06-29,386887,J1772,public,,Price Information not available,,0,,0
CAVALCADE FORD CAVALCADE 04,440 Ecclestone Dr,"Station is in the back of the building, rear facing",Bracebridge,ON,P1L 1Z6,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.019669,-79.31453,2026-06-29,387824,J1772,public,,Price Information not available,,0,,0
BMW Etobicoke- BMW Etobicoke-2,440 Evans Ave,,Etobicoke,ON,M8W 2T5,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,43.6150723,-79.5304547,2026-06-29,357678,J1772,public,,Price Information not available,,0,,0
BMW Etobicoke Front Lot,440 Evans Avenue,,Etobicoke,ON,M8W 2T5,888-356-8911,,24 hours daily,,,,2,FLO,https://www.flo.com,GPS,43.6152975,-79.5302311,2026-06-29,460149,J1772COMBO,public,,Price Information not available,,0,,0
Gananoque Chevrolet Buick GMC Cadillac - Fast Chargers,440 King St East,,Gananoque,ON,K7G 1G9,888-356-8911,,24 hours daily,,,,2,FLO,https://www.flo.com,GPS,44.334,-76.15616,2026-06-29,446240,J1772,public,,Price Information not available,,0,,0
Public,440 King St East,,Gananoque,ON,K7G 1G9,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,44.334,-76.15616,2026-06-29,315889,J1772,public,,Price Information not available,,0,,0
Hydro Ottawa,440 Longfields Dr,,Ottawa,ON,K2J 4T1,,,24 hours daily,,,4,,Non-Networked,,GPS,45.28522,-75.73932,2025-03-07,386566,J1772,public,,Price Information not available,,0,LD,0
KING MAZDA SERVICE DEPT,440 Rothesay Ave,Service Bay,Saint John,NB,E2L 4G7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,45.306145,-66.03169,2026-06-29,261151,J1772,public,,Price Information not available,,0,,0
Saint-Alexandre - Pavillon des Loisirs,440 rue Bernard,,St-Alexandre,QC,J0J 1S0,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.240022,-73.12131,2026-06-29,305860,J1772,public,,Price Information not available,,0,,0
Stationnement municipal du Moulin,440 Rue du Moulin,,St-Tite,QC,G0X 3H0,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,46.729118,-72.564924,2026-06-29,305977,J1772,public,,Price Information not available,,0,,0
Inside,440 Wilkinson Ave,,Dartmouth,NS,B3B 0J4,,,For fleet use only,,,,4,IN_CHARGE,https://inchargeus.com,GPS,44.7218546,-63.57338619,2025-04-09,377837,J1772COMBO,private,,Price Information not available,,,MD,0
SQI - Palais de justice de Joliette (Visiteur),440-450 Rue Saint-Louis,,Joliette,QC,J6E 7Y8,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,46.026192,-73.442,2026-06-29,129818,J1772,public,,Price Information not available,,0,,0
MV_EV CHARGING SCFP 3,4400 Lillooet Rd,,North Vancouver,BC,V7J 3V9,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,49.350378,-123.014772,2026-06-29,460452,J1772,public,,Price Information not available,,0,,0
MV_EV CHARGING SCFP 4,4400 Lillooet Rd,,North Vancouver,BC,V7J 3V9,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,49.350364,-123.014987,2026-06-29,460453,J1772,public,,Price Information not available,,0,,0
MV_EV CHARGING SCFP 5,4400 Lillooet Rd,,North Vancouver,BC,V7J 2H9,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,49.350364,-123.014493,2026-06-29,460454,J1772,public,,Price Information not available,,0,,0
MV_EV CHARGING SCFP 6,4400 Lillooet Rd,,North Vancouver,BC,V7J 2H9,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,49.350378,-123.014236,2026-06-29,460455,J1772,public,,Price Information not available,,0,,0
MV_EV CHARGING SCFP 2,4400 Lillooet Road,,North Vancouver,BC,V7J 3V9,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,49.348351,-123.014555,2026-06-29,452281,J1772,public,,Price Information not available,,0,,0
MV_EV CHARGING SCFP 1,4400 Lillooet Road,,North Vancouver,BC,V7J 3V9,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,49.348351,-123.014535,2026-06-29,452282,J1772,public,,Price Information not available,,0,,0
Stillwood Camp and Conference Centre,44005 Watt Rd,,Lindell Beach,BC,V2R 4X9,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,49.025168,-122.006102,2026-06-29,321069,J1772,public,,Price Information not available,,0,,0
LOT 1 LOT 1-UNIT 4,4401 Blackcomb Way,DayLot 1,Whistler,BC,V0N 1B4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,50.114551,-122.952547,2026-06-29,232021,J1772,public,,Price Information not available,,0,,0
4401 Lasalle,4401 Lasalle,,Verdun,QC,H4G 2S5,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.459904,-73.563449,2026-06-29,304156,J1772,public,,Price Information not available,,0,,0
U OF LETHBRIDGE STATION 1,4401 University Dr W,,Lethbridge,AB,T1K 6T5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.680977,-112.86228,2026-06-29,237769,J1772,public,,Price Information not available,,0,,0
U OF LETHBRIDGE STATION 2,4401 University Dr W,,Lethbridge,AB,T1K 6T5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.68083,-112.86292,2026-06-29,237813,J1772,public,,Price Information not available,,0,,0
Edwards Garage,4403 42 Ave,,Rocky Mountain House,AB,T4T 1A6,888-356-8911,,24 hours daily,,,,1,FLO,https://www.flo.com,GPS,52.36264,-114.90891,2026-06-29,256493,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Association of Alberta Municipalities,4403 Lakeshore Dr,,Sylvan Lake,AB,T4S 1C4,,,24 hours daily,,,6,,Non-Networked,,GPS,52.31288457,-114.0908621,2025-12-12,386458,J1772,public,,Price Information not available,,0,LD,0
4405 Bois Franc,4405 Bois Franc,,Montréal,QC,H4S 1A8,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.499975,-73.735495,2026-06-29,304079,J1772,public,,Price Information not available,,0,,0
BORNE COOP BRCC_ST-MARTIN,4405 Boulevard Saint-Martin O,Instruction de recharge,Laval,QC,H7T 1C5,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,45.548547,-73.769605,2026-06-29,300797,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Swtch Energy,4405 Central Blvd,,Burnaby,BC,V5H 4M3,844-798-2438,,24 hours daily,A D Debit M V,,3,,SWTCH,https://swtchenergy.com,GPS,49.2264269,-123.0040986,2023-06-12,313596,J1772,private,,$2 per hour,,,,0
SWTCH Energy,4405 Central Blvd,,Burnaby,BC,V5H 4M3,,,24 hours daily; for employee use only,,,1,,SWTCH,https://swtchenergy.com,GPS,49.22639847,-123.0039978,2025-11-13,345990,J1772,public,,$2 per hour,,1,LD,1
Port Alberni - Victoria Quay,4406 Victoria Quay,,Port Alberni,BC,V9Y 6G3,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,49.256414,-124.812663,2026-06-29,130007,J1772,public,,Price Information not available,,0,,0
DOP 2ND ST PARKING,4407 2 St,Beside the Legion.,Peachland,BC,V0H 1X7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.77351,-119.737313,2026-06-29,121133,J1772,public,,Price Information not available,,0,,0
Centre Lac-Mégantic - Borne publique,4409 Rue Dollard,,Lac-Mégantic,QC,G6B 3B4,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,45.583355,-70.890109,2026-06-29,361319,J1772,public,,Price Information not available,,0,,0
Chevrolet Cadillac Buick GMC Inc.,441 Broadway St E,,Yorkton,SK,S3N 3Z3,866-816-7584,,24 hours daily,,,1,1,EV Connect,https://www.evconnect.com,GPS,51.21091,-102.435162,2026-06-29,261665,J1772 J1772COMBO,public,,Price Information not available,,0,,0
Key Cadillac,441 Broadway St East,,Yorkton,SK,S3N 3G3,888-356-8911,,24 hours daily,,,3,,FLO,https://www.flo.com,GPS,51.2113128,-102.4356268,2026-06-29,301856,J1772,public,,Price Information not available,,0,,0
441 Carlingview,441 Carlingview Dr,,Etobicoke,ON,M9W 5G8,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,43.699323,-79.600272,2026-06-29,252669,J1772,public,,Price Information not available,,0,,0
Bora Boréal - Bury,441 chemin Batley,,Bury,QC,J0B 1J0,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.508159,-71.548165,2026-06-29,322364,J1772,public,,Price Information not available,,0,,0
SWTCH Energy Inc.,441 Columbia St,,Kamloops,BC,V2C 6K4,844-798-2438,,24 hours daily,A D Debit M V,,1,,SWTCH,https://swtchenergy.com,GPS,50.6687,-120.332,2024-02-12,325832,J1772,public,,Price Information not available,,0,,0
"Canadian Tire 075 (Oshawa, ON)",441 Gibb St,,Oshawa,ON,L1J 1Z4,833-231-3226,,24 hours daily,,,,4,Electrify Canada,https://www.electrify-canada.ca,GPS,43.88631,-78.87676,2026-06-29,189164,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
MBBCAN L2 CUSTOMER CP6,441 N Service Rd,,Burlington,ON,L7P 0A3,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.323592,-79.849973,2026-06-29,355802,J1772,public,,Price Information not available,,0,,0
MBBCAN L3 CUSTOMER PL,441 N Service Rd,,Burlington,ON,L7P 0A3,888-758-4389,,24 hours daily,,,,2,ChargePoint Network,https://www.chargepoint.com,GPS,43.323539,-79.84996,2026-06-29,355803,J1772COMBO,public,,Price Information not available,,0,,0
BRCC - Municipalité de Saint-Michel-des-Saints - Hôtel de Ville,441 rue Brassard,,Saint-Michel-des-Saints,QC,J0K 3B0,855-999-8378,,,,,,1,Circuit électrique,https://lecircuitelectrique.com,GPS,46.676197,-73.917558,2026-06-29,304825,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Swtch Energy,4410 Kingston Rd,,Scarborough,ON,M1E 2P1,844-798-2438,,24 hours daily,A D Debit M V,,6,,SWTCH,https://swtchenergy.com,GPS,43.7707478,-79.1840402,2023-11-09,313510,J1772,public,,"Free for the first 2 hours, and $3 per hour thereafter",,0,,0
Guest House Inn & Suites - Tesla Destination,4411 4 Ave,,Edson,AB,T7E 1B8,877-798-3752,,,,,3,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,53.572021,-116.471779,2024-07-01,116283,TESLA,public,,Price Information not available,,,,0
RECHARGECO CONCORDE 01,"4411, boul. de la Concorde E",Stationnement IGA - Adaptateur disponible à la courtoisie du magasin IGA,Laval,QC,H7C 1M4,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,45.604938,-73.650866,2026-06-29,232912,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
RECHARGECO CONCORDE 02,"4411, boul. de la Concorde E",Stationnement IGA - Adaptateur disponible à la courtoisie du magasin IGA,Laval,QC,H7C 1M4,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,45.604913,-73.650815,2026-06-29,232913,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
City of Chilliwack - Tourism Chilliwack,44150 Luckakuck Way,,Chilliwack,BC,V2R 4A7,888-356-8911,,24 hours daily,A D Debit M V,,2,,FLO,https://www.flo.com,GPS,49.143421,-122.001937,2026-06-29,258965,J1772,public,,Price Information not available,,0,,0
HOPA PORTS 450 SHERMAN FC,445 Sherman Ave N,,Hamilton,ON,L8L,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.267419,-79.831127,2026-06-29,261536,J1772,public,,Price Information not available,,0,,0
HOPA PORTS 450 SHERMAN S1,445 Sherman Ave N,,Hamilton,ON,L8L,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.267272,-79.83112,2026-06-29,307374,J1772,public,,Price Information not available,,0,,0
Main Street Hardware,4420 Railway Ave,,Vermilion,AB,T9X 1G1,780-853-4453,780-853-2861,24 hours daily,,,1,,Non-Networked,,200-9,53.350693,-110.835833,2024-04-14,83922,J1772,public,,Free,,0,LD,0
Matilda Hall,4421 Brinston Rd,,Brinston,ON,K0E 1C0,855-567-5853,,24 hours daily,A D Debit M V,,,3,JULE,https://www.julepower.com,GPS,44.923216,-75.345971,2026-02-13,84429,J1772,public,,$0.48 per kWh,,0,LD,0
Westario Power,443 10th Av,,Hanover,ON,N4N 2P1,,,24 hours daily,,,1,,Non-Networked,,200-9,44.151878,-81.026112,2022-09-14,226124,J1772,public,,Price Information not available,,0,,0
Town of Hanover - Fire Department,443 10th Ave,,Hanover,ON,N4N 1P5,519-364-2780,,24 hours daily,,,1,,Non-Networked,,GPS,44.15005,-81.016826,2025-03-07,84247,J1772,public,,Free,,0,HD,0
VANCOUVER INTL STB-EV-01-02,4430 Cowley Crescent,,Richmond,BC,V7B 1B8,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.18089,-123.169178,2026-06-29,162919,J1772,public,,Price Information not available,,0,,0
Royal Oak,4430 W Saanich Rd,,Victoria,BC,V8Z 3E9,250-727-6333,,24 hours daily; for customer use only,,,4,,Non-Networked,,200-8,48.491716,-123.386633,2025-09-12,89927,J1772,public,,Free,,1,LD,0
Kenora Redden's Store,4433 ON-17,,Kenora,ON,P0X 1H0,800-301-1950,,,,,,4,IVY,https://ivycharge.com,GPS,49.726242,-94.323304,2026-06-29,193366,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
SWTCH Energy Inc.,4435 Kingston Rd,,Scarborough,ON,M1E 2N7,844-798-2438,,24 hours daily,A D Debit M V,,2,,SWTCH,https://swtchenergy.com,GPS,43.7683,-79.1883,2024-02-12,303355,J1772,public,,Price Information not available,,0,,1
First Capital Asset Management LP,4435-4479 Kingston Rd,,Toronto,ON,M1E 2N7,,,24 hours daily,,,2,,Non-Networked,,GPS,43.76883802,-79.18716964,2025-10-13,250166,J1772,public,,Price Information not available,,0,LD,0
Gescan Chilliwack,44384 Yale Road,,Chilliwack,BC,V2R 4H1,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,49.144784,-121.996178,2026-06-29,325435,J1772,public,,Price Information not available,,0,,0
HYUNDAIREGINA21 STATION 1,444 Broad St,Between drive threw doors and main shop door,Regina,SK,S4R 1X3,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,50.471264,-104.60759,2026-06-29,232110,J1772,public,,Price Information not available,,0,,0
Prescott - LEO ARENA,444 Prince Street,,Prescott,ON,K0E 1T0,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,44.713825,-75.510756,2026-06-29,204474,J1772,public,,Price Information not available,,0,,0
Centre de services municipaux,444 rang St-Antoine,,Saint-Gérard-Majella,QC,J0G 1X1,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,46.00484,-72.837617,2026-06-29,129812,J1772,public,,Price Information not available,,0,,0
BRCC - CAA Québec,444 Rue Bouvier,,Québec,QC,G2J 1E3,855-999-8378,,,,,,1,Circuit électrique,https://lecircuitelectrique.com,GPS,46.83742972,-71.26925137,2026-06-29,304685,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
CAA-Québec,444 rue Bouvier,,Québec,QC,G2J 1E3,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,46.83772091,-71.26914564,2026-06-29,405556,J1772,public,,Price Information not available,,0,,0
Saint-Léonard-d'Aston,444 Rue de l'Exposition,,Saint-Léonard-d'Aston,QC,J0C 1M0,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,46.109481,-72.377597,2026-06-29,305816,J1772,public,,Price Information not available,,0,,0
Complexe Santé 819,444 rue de l'Hôpital,,Gatineau,QC,J8T 7X6,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,45.491416,-75.687423,2026-06-29,129687,J1772,public,,Price Information not available,,0,,0
Alex & Jo Campbell Centre for Health and Wellness,4441 Interurban Road,,Victoria,BC,V9E 2C1,888-356-8911,,24 hours daily,,,6,,FLO,https://www.flo.com,GPS,48.490056,-123.415333,2026-06-29,145374,J1772,public,,Price Information not available,,0,,0
Super 8 by Wyndham Prince Albert,4444 2 Ave W,,Prince Albert,SK,S6V 5R7,306-953-0088,,24 hours daily; for guests only,,,1,,Non-Networked,,GPS,53.1725915,-105.7628525,2025-08-12,229153,J1772,public,KEY_ALWAYS,Free,,1,LD,0
DOP 5TH ST PARKING,4444 5th St,,Peachland,BC,V0H 1X6,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.775809,-119.735291,2026-06-29,453548,J1772,public,,Price Information not available,,0,,0
BRCC - Montréal - Marché Maisonneuve,4445 rue Ontario E,,Montréal,QC,H1V 1K5,855-999-8378,,,,,,5,Circuit électrique,https://lecircuitelectrique.com,GPS,45.554,-73.5409,2026-06-29,304819,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
WINNIPEG 7 OAKS POOL,444Adsum Dr,Near fire lane,Winnipeg,MB,R2P 1J1,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.954536,-97.174515,2026-06-29,232174,J1772,public,,Price Information not available,,0,,0
MITSU GASPEMITSU 1,445 Bd Rene Levesque O,,Chandler,QC,G0C 1K0,888-758-4389,,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D M V,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,48.348743,-64.69749,2026-06-29,346884,J1772,public,,Price Information not available,,0,,0
COMVALTOY CVT PUBLIC,445 Crown Isle Blvd,Close to front entrance,Courtenay,BC,V9N 9W1,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.71372,-124.96041,2026-06-29,250593,J1772,public,,Price Information not available,,0,,0
POCF WELLAND STATION 1,445 E Main St,,Welland,ON,L3B 2C6,888-758-4389,,Mon: 8:30am-4:30pm; Tue: 8:30am-4:30pm; Wed: 8:30am-4:30pm; Thu: 8:30am-4:30pm; Fri: 8:30am-4:30pm; Sat: 12:00am-12:15am; Sun: 12:00am-12:15am,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,42.993008,-79.237654,2026-06-29,182574,J1772,public,,Price Information not available,,0,,0
POCF WELLAND STATION 2,445 E Main St,,Welland,ON,L3B 2C6,888-758-4389,,Mon: 8:30am-4:30pm; Tue: 8:30am-4:30pm; Wed: 8:30am-4:30pm; Thu: 8:30am-4:30pm; Fri: 8:30am-4:30pm; Sat: 12:00am-12:15am; Sun: 12:00am-12:15am,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,42.992934,-79.237802,2026-06-29,182575,J1772,public,,Price Information not available,,0,,0
POCF WELLAND STATION 3,445 E Main St,,Welland,ON,L3B 2C6,888-758-4389,,Mon: 8:30am-4:30pm; Tue: 8:30am-4:30pm; Wed: 8:30am-4:30pm; Thu: 8:30am-4:30pm; Fri: 8:30am-4:30pm; Sat: 12:00am-12:15am; Sun: 12:00am-12:15am,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,42.992942,-79.237877,2026-06-29,182576,J1772,public,,Price Information not available,,0,,0
Gescan Regina,445 Henderson Drive,,Regina,SK,S4N 5W8,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,50.46655,-104.564452,2026-06-29,352605,J1772,public,,Price Information not available,,0,,0
Bennett Chevrolet,445 Hespeler Rd,,Cambridge,ON,N1R 6J2,,,24 hours daily; dealership customers have priority,,,1,,Non-Networked,,200-9,43.396801,-80.323364,2025-03-07,84917,J1772,private,,Free,,,LD,0
Avenue Électrique - 445 des Volontaires,445 rue des Volontaires,,Trois-Rivières,QC,G9A 2E7,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,46.3428565,-72.544638,2026-06-29,205283,J1772,public,,Price Information not available,,0,,0
SpringHill Suites by Marriott Old Montreal - Tesla Destination,445 Rue Saint Jean Baptiste,,Montreal,QC,H2Y 2Z7,877-798-3752,,,,,2,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.506477,-73.554385,2024-07-01,116636,TESLA,public,,Price Information not available,,,,0
445 Wes. Graham,445 Wes Graham Way,,Waterloo,ON,N2L 6R2,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,43.4809291,-80.5512563,2026-06-29,203094,J1772,public,,Price Information not available,,0,,0
Morrey Nissan,4450 Still Creek Dr,,Burnaby,BC,V5C 6C6,,,24 hours daily,,,1,,Non-Networked,,200-9,49.261072,-123.004274,2025-10-13,84988,J1772,private,,Price Information not available,,,LD,0
DISTRICT MAIN P1 66-67,4453 Main Street,"Parkade Height Clearance 7'6, Entrance Through Back Lane, No Public Access Overnight (11:00 PM - 7:00 AM)",Vancouver,BC,V5V 0A2,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.245003,-123.101649,2026-06-29,450136,J1772 TESLA,public,,Price Information not available,,0,,0
DISTRICT MAIN P1 68-69,4453 Main Street,"Parkade Height Clearance 7'6, Entrance Through Back Lane, No Public Access Overnight (11:00 PM - 7:00 AM)",Vancouver,BC,V5V 0A2,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.24501,-123.101649,2026-06-29,450137,J1772 TESLA,public,,Price Information not available,,0,,0
