Station_ID  (PK),Station_name,Station_phone ,Location_ID (FK),Network_ID (FK),Access_code,Access_Detail_code,Access_Day_time,EV_Pricing,Date_last_confirmed,Maximum_Vehicle_Class,Ev_Workplace_charging ,Restricted_access
304285,2900 Masson,855-999-8378,7124,5,public,,,,6/29/2026,,FALSE,FALSE
304286,1348 Jean-Talon,855-999-8378,10093,5,public,,,,6/29/2026,,FALSE,FALSE
304287,5808 St-Hubert,855-999-8378,7091,5,public,,,,6/29/2026,,FALSE,FALSE
304288,5841 des Écores,855-999-8378,7178,5,public,,,,6/29/2026,,FALSE,FALSE
304289,1550 Bélanger,855-999-8378,7163,5,public,,,,6/29/2026,,FALSE,FALSE
304290,4485 D'orléans,855-999-8378,10358,5,public,,,,6/29/2026,,FALSE,FALSE
304291,440 Beaubien,855-999-8378,7092,5,public,,,,6/29/2026,,FALSE,FALSE
304292,5918 24e Avenue,855-999-8378,7320,5,public,,,,6/29/2026,,FALSE,FALSE
304293,6778 Henri-Julien,855-999-8378,7294,5,public,,,,6/29/2026,,FALSE,FALSE
304294,6679 Rue Garnier,855-999-8378,7127,5,public,,,,6/29/2026,,FALSE,FALSE
304295,1201 Bélanger,855-999-8378,7096,5,public,,,,6/29/2026,,FALSE,FALSE
304296,6517 Jeanne Mance,855-999-8378,15291,5,public,,,,6/29/2026,,FALSE,FALSE
304297,1312 des Carrières,855-999-8378,7158,5,public,,,,6/29/2026,,FALSE,FALSE
304298,5415 13e Avenue,855-999-8378,9604,5,public,,,,6/29/2026,,FALSE,FALSE
304299,2980 Bélanger,855-999-8378,11729,5,public,,,,6/29/2026,,FALSE,FALSE
304300,3535 Rachel,855-999-8378,15265,5,public,,,,6/29/2026,,FALSE,FALSE
304301,2228 Beaubien,855-999-8378,7345,5,public,,,,6/29/2026,,FALSE,FALSE
304302,2550 Beaubien,855-999-8378,6962,5,public,,,,6/29/2026,,FALSE,FALSE
304303,6420 Cartier,855-999-8378,7122,5,public,,,,6/29/2026,,FALSE,FALSE
304304,3400 Place Joseph N Drapeau,855-999-8378,11997,5,public,,,,6/29/2026,,FALSE,FALSE
304305,3270 Beaubien,855-999-8378,7080,5,public,,,,6/29/2026,,FALSE,FALSE
304306,3985 Masson,855-999-8378,7156,5,public,,,,6/29/2026,,FALSE,FALSE
304307,165 Mozart,855-999-8378,7353,5,public,,,,6/29/2026,,FALSE,FALSE
304308,6715 Des Écores,855-999-8378,7287,5,public,,,,6/29/2026,,FALSE,FALSE
304309,5554 18E ave,855-999-8378,7336,5,public,,,,6/29/2026,,FALSE,FALSE
304310,30430 Cuvilier,855-999-8378,14536,5,public,,,,6/29/2026,,FALSE,FALSE
304311,6921 St-Vallier,855-999-8378,14375,5,public,,,,6/29/2026,,FALSE,FALSE
304312,5759 2e avenue,855-999-8378,7283,5,public,,,,6/29/2026,,FALSE,FALSE
304313,6776 Boyer,855-999-8378,6879,5,public,,,,6/29/2026,,FALSE,FALSE
304314,6889 Des Érables,855-999-8378,7280,5,public,,,,6/29/2026,,FALSE,FALSE
304316,3965 Beaubien,855-999-8378,7282,5,public,,,,6/29/2026,,FALSE,FALSE
304317,5619 5e ave,855-999-8378,7085,5,public,,,,6/29/2026,,FALSE,FALSE
304318,4814 6e avenue,855-999-8378,10889,5,public,,,,6/29/2026,,FALSE,FALSE
304319,6028 Des Érables,855-999-8378,7006,5,public,,,,6/29/2026,,FALSE,FALSE
304320,6239 St-André,855-999-8378,7079,5,public,,,,6/29/2026,,FALSE,FALSE
304321,5773 Chabot,855-999-8378,7126,5,public,,,,6/29/2026,,FALSE,FALSE
304322,4690 Jeanne d'Arc,855-999-8378,6980,5,public,,,,6/29/2026,,FALSE,FALSE
304323,6227 Molson,855-999-8378,7123,5,public,,,,6/29/2026,,FALSE,FALSE
304324,5875 Louis-Hébert,855-999-8378,7310,5,public,,,,6/29/2026,,FALSE,FALSE
304325,7065 St-Andre,855-999-8378,7015,5,public,,,,6/29/2026,,FALSE,FALSE
304326,6501 De Normanville,855-999-8378,7020,5,public,,,,6/29/2026,,FALSE,FALSE
304327,6957 Chambord,855-999-8378,7247,5,public,,,,6/29/2026,,FALSE,FALSE
304328,3759 Mont-Royal,855-999-8378,7211,5,public,,,,6/29/2026,,FALSE,FALSE
304329,3441 Mont-Royal,855-999-8378,6901,5,public,,,,6/29/2026,,FALSE,FALSE
304330,4581 Rue Sherbrooke,855-999-8378,7370,5,public,,,,6/29/2026,,FALSE,FALSE
304331,4101 Sherbrooke E : Jardin Botanique - Espace pour la vie,855-999-8378,7107,5,public,,,,6/29/2026,,FALSE,FALSE
304332,3770 Royal,855-999-8378,7073,5,public,,,,6/29/2026,,FALSE,FALSE
304333,378 St-Pierre - St-Marcel-de-Richelieu (GARAGE MUNICIPAL),855-999-8378,14374,5,public,,,,6/29/2026,,FALSE,FALSE
304334,4119 Ontario Est,855-999-8378,7311,5,public,,,,6/29/2026,,FALSE,FALSE
304335,8646 Hochelaga,855-999-8378,14717,5,public,,,,6/29/2026,,FALSE,FALSE
304337,3622 Hochelaga,855-999-8378,7129,5,public,,,,6/29/2026,,FALSE,FALSE
304338,2002 Leclaire,855-999-8378,7086,5,public,,,,6/29/2026,,FALSE,FALSE
304340,1407 William David,855-999-8378,7069,5,public,,,,6/29/2026,,FALSE,FALSE
304341,1870 Davidson,855-999-8378,7100,5,public,,,,6/29/2026,,FALSE,FALSE
304342,3450 Ontario,855-999-8378,7297,5,public,,,,6/29/2026,,FALSE,FALSE
304343,3150 Sainte-Catherine E,855-999-8378,15289,5,public,,,,6/29/2026,,FALSE,FALSE
304344,3450 Ste-Catherine,855-999-8378,7292,5,public,,,,6/29/2026,,FALSE,FALSE
304345,2222 Valois,855-999-8378,6809,5,public,,,,6/29/2026,,FALSE,FALSE
304346,2696 D'Orleans,855-999-8378,15372,5,public,,,,6/29/2026,,FALSE,FALSE
304347,4217 Rue de Rouen,855-999-8378,7084,5,public,,,,6/29/2026,,FALSE,FALSE
304348,2251 Aird,855-999-8378,9458,5,public,,,,6/29/2026,,FALSE,FALSE
304349,5750 Pierre de Coubertin,855-999-8378,7098,5,public,,,,6/29/2026,,FALSE,FALSE
304350,4800 Ste-Catherine,855-999-8378,9439,5,public,,,,6/29/2026,,FALSE,FALSE
304351,8355 Notre-Dame,855-999-8378,7355,5,public,,,,6/29/2026,,FALSE,FALSE
304352,2250 rue Darling,855-999-8378,7112,5,public,,,,6/29/2026,,FALSE,FALSE
304354,1401 De la Salle,855-999-8378,15266,5,public,,,,6/29/2026,,FALSE,FALSE
304356,9546 Sherbrooke E,855-999-8378,7180,5,public,,,,6/29/2026,,FALSE,FALSE
304357,6040 La Fontaine,855-999-8378,10853,5,public,,,,6/29/2026,,FALSE,FALSE
304358,369 Contrecoeur,855-999-8378,7117,5,public,,,,6/29/2026,,FALSE,FALSE
304359,5990 Hochelaga,855-999-8378,7097,5,public,,,,6/29/2026,,FALSE,FALSE
304360,1416 Valois,855-999-8378,14270,5,public,,,,6/29/2026,,FALSE,FALSE
304361,2730 St-Germain,855-999-8378,11866,5,public,,,,6/29/2026,,FALSE,FALSE
304362,2580 Pierre-Bernard,855-999-8378,7118,5,public,,,,6/29/2026,,FALSE,FALSE
304363,2325 Hector,855-999-8378,7036,5,public,,,,6/29/2026,,FALSE,FALSE
304364,5815 Albert Malouin,855-999-8378,7088,5,public,,,,6/29/2026,,FALSE,FALSE
304365,3208 Anne-Hébert,855-999-8378,7115,5,public,,,,6/29/2026,,FALSE,FALSE
304366,2685 De Lasalle,855-999-8378,7322,5,public,,,,6/29/2026,,FALSE,FALSE
304367,3311 Bossuet,855-999-8378,7130,5,public,,,,6/29/2026,,FALSE,FALSE
304368,2250 Rue Moreau,855-999-8378,7018,5,public,,,,6/29/2026,,FALSE,FALSE
304369,4920 Lafontaine,855-999-8378,6812,5,public,,,,6/29/2026,,FALSE,FALSE
304370,2500 Jeanne d'Arc,855-999-8378,6906,5,public,,,,6/29/2026,,FALSE,FALSE
304371,2026 De Beaurivage,855-999-8378,7246,5,public,,,,6/29/2026,,FALSE,FALSE
304372,8535 Pierre de Coubertin,855-999-8378,12758,5,public,,,,6/29/2026,,FALSE,FALSE
304373,1400 Ville Marie,855-999-8378,8822,5,public,,,,6/29/2026,,FALSE,FALSE
304374,1604 de Chambly,855-999-8378,14269,5,public,,,,6/29/2026,,FALSE,FALSE
304375,3170 rue Des Ormeaux,855-999-8378,6813,5,public,,,,6/29/2026,,FALSE,FALSE
304376,9583 av Pierre-De Coubertin,855-999-8378,6814,5,public,,,,6/29/2026,,FALSE,FALSE
304377,1610 Rue Préfontaine,855-999-8378,7128,5,public,,,,6/29/2026,,FALSE,FALSE
304378,524 Rue Beauclerk,855-999-8378,11778,5,public,,,,6/29/2026,,FALSE,FALSE
304379,5811 rue Boileau,855-999-8378,6799,5,public,,,,6/29/2026,,FALSE,FALSE
304380,5731 rue Boileau,855-999-8378,6920,5,public,,,,6/29/2026,,FALSE,FALSE
304381,6750 de Marseille : Aréna St-Donat,855-999-8378,6800,5,public,,,,6/29/2026,,FALSE,FALSE
304382,8780 Dubuisson : Aréna Clément-Jetté,855-999-8378,7019,5,public,,,,6/29/2026,,FALSE,FALSE
304383,3000 Viau : Centre Pierre-Charbonneau - Espace pour la vie,855-999-8378,7077,5,public,,,,6/29/2026,,FALSE,FALSE
304385,42 St-Pierre Est - Ste Luce,855-999-8378,7023,5,public,,,,6/29/2026,,FALSE,FALSE
304386,475 President Kennedy,855-999-8378,6803,5,public,,,,6/29/2026,,FALSE,FALSE
304387,4492 rue Parth,855-999-8378,7029,5,public,,,,6/29/2026,,FALSE,FALSE
304388,4502 Boyer,855-999-8378,7043,5,public,,,,6/29/2026,,FALSE,FALSE
304389,3760 St-Hubert,855-999-8378,9005,5,public,,,,6/29/2026,,FALSE,FALSE
304390,4231 St Laurent,855-999-8378,7026,5,public,,,,6/29/2026,,FALSE,FALSE
304391,5004 St-Laurent : Parc Lahaie,855-999-8378,6953,5,public,,,,6/29/2026,,FALSE,FALSE
304392,3528 Calixa-Lavallée : Parc Lafontaine,855-999-8378,7009,5,public,,,,6/29/2026,,FALSE,FALSE
304393,5271 St-Hubert,855-999-8378,7321,5,public,,,,6/29/2026,,FALSE,FALSE
304394,1330 Mont-Royal,855-999-8378,7048,5,public,,,,6/29/2026,,FALSE,FALSE
304395,3440 St-Laurent,855-999-8378,12353,5,public,,,,6/29/2026,,FALSE,FALSE
304396,2755 Hogan,855-999-8378,14774,5,public,,,,6/29/2026,,FALSE,FALSE
304397,1 Mont-Royal Est,855-999-8378,7298,5,public,,,,6/29/2026,,FALSE,FALSE
304398,5055 Rivard,855-999-8378,6937,5,public,,,,6/29/2026,,FALSE,FALSE
304399,5333 Papineau,855-999-8378,7359,5,public,,,,6/29/2026,,FALSE,FALSE
304400,4801 Papineau,855-999-8378,7032,5,public,,,,6/29/2026,,FALSE,FALSE
304401,3620 St-Denis,855-999-8378,7027,5,public,,,,6/29/2026,,FALSE,FALSE
304402,3660 Mentana,855-999-8378,14780,5,public,,,,6/29/2026,,FALSE,FALSE
304403,5185 Parc,855-999-8378,7039,5,public,,,,6/29/2026,,FALSE,FALSE
304404,5417 Henri-Julien,855-999-8378,7329,5,public,,,,6/29/2026,,FALSE,FALSE
304406,375 St-Viateur,855-999-8378,7315,5,public,,,,6/29/2026,,FALSE,FALSE
304407,Swtch Energy,844-798-2438,7296,5,public,,24 hours daily,$30 per hour for public use; $10 per hour for internal use,8/10/2023,,FALSE,FALSE
304408,4490 Fabre,855-999-8378,11684,5,public,,,,6/29/2026,,FALSE,FALSE
304409,4752 Berri,855-999-8378,15373,5,public,,,,6/29/2026,,FALSE,FALSE
304410,387 Villeneuve,855-999-8378,7053,5,public,,,,6/29/2026,,FALSE,FALSE
304411,4169 St-Hubert,855-999-8378,7060,5,public,,,,6/29/2026,,FALSE,FALSE
304412,5561 St-Dominique,855-999-8378,6801,5,public,,,,6/29/2026,,FALSE,FALSE
304413,3820 Laval,855-999-8378,7007,5,public,,,,6/29/2026,,FALSE,FALSE
304414,640 Prince-Arthur O,855-999-8378,10975,5,public,,,,6/29/2026,,FALSE,FALSE
304415,2025 Masson,855-999-8378,6917,5,public,,,,6/29/2026,,FALSE,FALSE
304416,4332 Messier,855-999-8378,6950,5,public,,,,6/29/2026,,FALSE,FALSE
304417,3553 St-Laurent,855-999-8378,7376,5,public,,,,6/29/2026,,FALSE,FALSE
304418,5223 St-Laurent,855-999-8378,7057,5,public,,,,6/29/2026,,FALSE,FALSE
304419,5110 Chambord,855-999-8378,6949,5,public,,,,6/29/2026,,FALSE,FALSE
304421,59 rue Anselme-Jolin - Saint-Nazaire-de-Dorchester,855-999-8378,6808,5,public,,,,6/29/2026,,FALSE,FALSE
304422,6 rue de Muy,855-999-8378,7035,5,public,,,,6/29/2026,,FALSE,FALSE
304424,1245 St-Urbain,855-999-8378,6810,5,public,,,,6/29/2026,,FALSE,FALSE
304425,1914 Parthenais,855-999-8378,6884,5,public,,,,6/29/2026,,FALSE,FALSE
304426,1680 Parthenais,855-999-8378,6875,5,public,,,,6/29/2026,,FALSE,FALSE
304427,1197 St-Dominique,855-999-8378,6911,5,public,,,,6/29/2026,,FALSE,FALSE
304428,2224 Beaudry,855-999-8378,10357,5,public,,,,6/29/2026,,FALSE,FALSE
304430,1455 Metcalfe,855-999-8378,6878,5,public,,,,6/29/2026,,FALSE,FALSE
304431,1901 City Councillor,855-999-8378,6823,5,public,,,,6/29/2026,,FALSE,FALSE
304432,250 Président-Kennedy,855-999-8378,7051,5,public,,,,6/29/2026,,FALSE,FALSE
304434,254 de Boisbriand,855-999-8378,7021,5,public,,,,6/29/2026,,FALSE,FALSE
304435,1551 St-Denis,855-999-8378,6989,5,public,,,,6/29/2026,,FALSE,FALSE
304436,1475 St-Hubert - Parc Émilie-Gamelin,855-999-8378,7056,5,public,,,,6/29/2026,,FALSE,FALSE
304439,1956 Frontenac,855-999-8378,9417,5,public,,,,6/29/2026,,FALSE,FALSE
304440,2027 Lespérance,855-999-8378,10096,5,public,,,,6/29/2026,,FALSE,FALSE
304441,1475 Alexandre DeSève,855-999-8378,13523,5,public,,,,6/29/2026,,FALSE,FALSE
304442,2330 Sherbrooke Ouest,855-999-8378,7063,5,public,,,,6/29/2026,,FALSE,FALSE
304443,1080 Stanley,855-999-8378,7013,5,public,,,,6/29/2026,,FALSE,FALSE
304445,1717 René-Levesque Est,855-999-8378,7052,5,public,,,,6/29/2026,,FALSE,FALSE
304446,140 Prince,855-999-8378,7366,5,public,,,,6/29/2026,,FALSE,FALSE
304447,1280 St-Jacques,855-999-8378,7010,5,public,,,,6/29/2026,,FALSE,FALSE
304448,350 rue St-Hubert,855-999-8378,6914,5,public,,,,6/29/2026,,FALSE,FALSE
304449,799 De La Commune,855-999-8378,7050,5,public,,,,6/29/2026,,FALSE,FALSE
304450,2005 Ste-Catherine E,855-999-8378,14378,5,public,,,,6/29/2026,,FALSE,FALSE
304451,2080 Union,855-999-8378,6806,5,public,,,,6/29/2026,,FALSE,FALSE
304452,1405 Dufresne,855-999-8378,13555,5,public,,,,6/29/2026,,FALSE,FALSE
304453,2251 Lorimier,855-999-8378,7054,5,public,,,,6/29/2026,,FALSE,FALSE
304454,1085 Berri,855-999-8378,10100,5,public,,,,6/29/2026,,FALSE,FALSE
304455,1071 St-Laurent,855-999-8378,6805,5,public,,,,6/29/2026,,FALSE,FALSE
304456,700 Wellington,855-999-8378,7304,5,public,,,,6/29/2026,,FALSE,FALSE
304457,635 Notre-Dame O.,855-999-8378,9045,5,public,,,,6/29/2026,,FALSE,FALSE
304459,1435 Wolfe,855-999-8378,6802,5,public,,,,6/29/2026,,FALSE,FALSE
304461,2014 Hôtel de ville,855-999-8378,10935,5,public,,,,6/29/2026,,FALSE,FALSE
304462,2112 St-Laurent,855-999-8378,6836,5,public,,,,6/29/2026,,FALSE,FALSE
304463,1100 Robert-Bourassa,855-999-8378,7152,5,public,,,,6/29/2026,,FALSE,FALSE
304464,955 Atateken,855-999-8378,15287,5,public,,,,6/29/2026,,FALSE,FALSE
304465,2368 Place Dufresne,855-999-8378,7041,5,public,,,,6/29/2026,,FALSE,FALSE
304466,140 chemin du Chenal Lemoyne,855-999-8378,7022,5,public,,,,6/29/2026,,FALSE,FALSE
304467,1255 Notre-Dame,855-999-8378,7358,5,public,,,,6/29/2026,,FALSE,FALSE
304468,1000 de la Gauchetière,855-999-8378,7047,5,public,,,,6/29/2026,,FALSE,FALSE
304469,2110 Guy,855-999-8378,7171,5,public,,,,6/29/2026,,FALSE,FALSE
304470,1836 Sherbrooke O,855-999-8378,14776,5,public,,,,6/29/2026,,FALSE,FALSE
304471,1821 Malo,855-999-8378,6822,5,public,,,,6/29/2026,,FALSE,FALSE
304473,1212 Panet,855-999-8378,7025,5,public,,,,6/29/2026,,FALSE,FALSE
304474,2257 Hogan,855-999-8378,7138,5,public,,,,6/29/2026,,FALSE,FALSE
304475,1155 Bishop,855-999-8378,13849,5,public,,,,6/29/2026,,FALSE,FALSE
304477,2015 Bercy,855-999-8378,7061,5,public,,,,6/29/2026,,FALSE,FALSE
304479,2300 Rene Levesque,855-999-8378,15294,5,public,,,,6/29/2026,,FALSE,FALSE
304480,1435 Drummond,855-999-8378,7042,5,public,,,,6/29/2026,,FALSE,FALSE
304481,1141 Robin,855-999-8378,12469,5,public,,,,6/29/2026,,FALSE,FALSE
304482,2050 Stanley,855-999-8378,6804,5,public,,,,6/29/2026,,FALSE,FALSE
304483,700 St-Paul,855-999-8378,6811,5,public,,,,6/29/2026,,FALSE,FALSE
304484,1178 St-Timothée,855-999-8378,7181,5,public,,,,6/29/2026,,FALSE,FALSE
304485,1450 Chomedey,855-999-8378,6840,5,public,,,,6/29/2026,,FALSE,FALSE
304486,2385 Gascon,855-999-8378,7040,5,public,,,,6/29/2026,,FALSE,FALSE
304487,1000 pl. Jean-Paul Riopelle,855-999-8378,6955,5,public,,,,6/29/2026,,FALSE,FALSE
304488,610 rue Lévesque,855-999-8378,12989,5,public,,,,6/29/2026,,FALSE,FALSE
304491,3405 Grand Boulevard,855-999-8378,11727,5,public,,,,6/29/2026,,FALSE,FALSE
304492,5252 Sherbrooke O,855-999-8378,12142,5,public,,,,6/29/2026,,FALSE,FALSE
304493,5038 rue Sherbrooke O,855-999-8378,12413,5,public,,,,6/29/2026,,FALSE,FALSE
304494,5620 Chemin de la Côte-St-Luc,855-999-8378,7038,5,public,,,,6/29/2026,,FALSE,FALSE
304495,3333 Côte Ste-Catherine,855-999-8378,9046,5,public,,,,6/29/2026,,FALSE,FALSE
304497,3506 Lacombe,855-999-8378,7374,5,public,,,,6/29/2026,,FALSE,FALSE
304498,6200 Côte Des-Neiges,855-999-8378,7017,5,public,,,,6/29/2026,,FALSE,FALSE
304499,5137 Décarie,855-999-8378,7382,5,public,,,,6/29/2026,,FALSE,FALSE
304500,6205 Sherbrooke Ouest,855-999-8378,7062,5,public,,,,6/29/2026,,FALSE,FALSE
304501,6190 Monkland,855-999-8378,14410,5,public,,,,6/29/2026,,FALSE,FALSE
304503,5468 Clanranald,855-999-8378,5172,10,public,,,,6/29/2026,,FALSE,FALSE
304504,4001 Northcliffe,855-999-8378,5173,10,public,,,,6/29/2026,,FALSE,FALSE
304505,3285 Lacombe,855-999-8378,7034,5,public,,,,6/29/2026,,FALSE,FALSE
304506,6045 Upper Lachine,855-999-8378,6831,5,public,,,,6/29/2026,,FALSE,FALSE
304507,5225 Sherbrooke,855-999-8378,7384,5,public,,,,6/29/2026,,FALSE,FALSE
304508,3355 Queen Mary,855-999-8378,6994,5,public,,,,6/29/2026,,FALSE,FALSE
304509,5701 Décarie,855-999-8378,6835,5,public,,,,6/29/2026,,FALSE,FALSE
304510,3165 Côte Ste-Catherine,855-999-8378,6816,5,public,,,,6/29/2026,,FALSE,FALSE
304511,6600 ave Darlington,855-999-8378,7155,5,public,,,,6/29/2026,,FALSE,FALSE
304512,3756 Queen Mary,855-999-8378,7363,5,public,,,,6/29/2026,,FALSE,FALSE
304513,5860 ch. de la Côte Des Neiges,855-999-8378,7175,5,public,,,,6/29/2026,,FALSE,FALSE
304514,2940 Côte Ste-Catherine,855-999-8378,6995,5,public,,,,6/29/2026,,FALSE,FALSE
304515,7440 Décarie,855-999-8378,6825,5,public,,,,6/29/2026,,FALSE,FALSE
304516,6521 Décarie,855-999-8378,14414,5,public,,,,6/29/2026,,FALSE,FALSE
304517,7335 Ostell Cr.,855-999-8378,11725,5,public,,,,6/29/2026,,FALSE,FALSE
304518,2405 Cote Ste-Catherine,855-999-8378,9544,5,public,,,,6/29/2026,,FALSE,FALSE
304519,4268 Royal,855-999-8378,14409,5,public,,,,6/29/2026,,FALSE,FALSE
304520,5600 Côte-des-Neiges,855-999-8378,10896,5,public,,,,6/29/2026,,FALSE,FALSE
304521,5307 Côte-Des-Neiges,855-999-8378,6821,5,public,,,,6/29/2026,,FALSE,FALSE
304523,5160 Decarie,855-999-8378,12170,10,public,,,,6/29/2026,,FALSE,FALSE
304524,8272 Mountain Sight,855-999-8378,12170,10,public,,,,6/29/2026,,FALSE,FALSE
304525,3407 Royal,855-999-8378,1493,2,public,,,,6/29/2026,,FALSE,FALSE
304526,2767 Édouard-Montpetit,855-999-8378,12771,2,public,,,,6/29/2026,,FALSE,FALSE
304527,3175 Chemin Côte Ste-Catherine,855-999-8378,5125,2,public,,,,6/29/2026,,FALSE,FALSE
304528,2240 Addington,855-999-8378,5124,2,public,,,,6/29/2026,,FALSE,FALSE
304529,4560 Décarie,855-999-8378,12765,2,public,,,,6/29/2026,,FALSE,FALSE
304530,6245 Décarie,855-999-8378,12982,2,public,,,,6/29/2026,,FALSE,FALSE
304531,6450 Victoria,855-999-8378,7395,5,public,,,,6/29/2026,,FALSE,FALSE
304532,4500 Girouard,855-999-8378,1986,10,public,,,,6/29/2026,,FALSE,FALSE
304533,5499 Décarie,855-999-8378,1986,10,public,,,,6/29/2026,,FALSE,FALSE
304534,5495 Victoria,855-999-8378,1987,10,public,,,,6/29/2026,,FALSE,FALSE
304535,7423 Harley,855-999-8378,1986,10,public,,,,6/29/2026,,FALSE,FALSE
304536,2569 Park Row est,855-999-8378,1987,10,public,,,,6/29/2026,,FALSE,FALSE
304537,3593 Appleton,855-999-8378,1986,10,public,,,,6/29/2026,,FALSE,FALSE
304538,5530 Gatineau,855-999-8378,2245,10,public,,,,6/29/2026,,FALSE,FALSE
304539,5645 Upper Lachine,855-999-8378,3147,10,public,,,,6/29/2026,,FALSE,FALSE
304540,5845 Upper Lachine,855-999-8378,1986,10,public,,,,6/29/2026,,FALSE,FALSE
304541,7250 Boul. Ste-Anne-de-Bellevue,855-999-8378,1987,10,public,,,,6/29/2026,,FALSE,FALSE
304542,6939  Décarie,855-999-8378,4473,10,public,,,,6/29/2026,,FALSE,FALSE
304543,6400 Monkland : Centre culturel de Notre-Dame-de-Grâce,855-999-8378,7387,5,public,,,,6/29/2026,,FALSE,FALSE
304545,3220 Appleton : Parc Kent,855-999-8378,5852,2,public,,,,6/29/2026,,FALSE,FALSE
304546,4920 Vézina - Aréna Bill-Durnam,855-999-8378,6294,2,public,,,,6/29/2026,,FALSE,FALSE
304548,761 Chemin Sainte-Anne-des-Lacs,855-999-8378,12378,1,public,,,,6/29/2026,,FALSE,FALSE
304549,765 Boulevard de la Carrière,855-999-8378,5240,10,public,,,,6/29/2026,,FALSE,FALSE
304551,7e Rue (près du parc récréatif les Cabrioles),855-999-8378,5240,10,public,,,,6/29/2026,,FALSE,FALSE
304552,741 Brewster,855-999-8378,4644,10,public,,,,6/29/2026,,FALSE,FALSE
304553,372 Square G-E Cartier,855-999-8378,1498,2,public,,,,6/29/2026,,FALSE,FALSE
304554,1825 Notre-Dame O,855-999-8378,2355,2,public,,,,6/29/2026,,FALSE,FALSE
304555,1105 de la Sucrerie,855-999-8378,11463,10,public,,,,6/29/2026,,FALSE,FALSE
304556,1010 rue Charlevoix,855-999-8378,11463,10,public,,,,6/29/2026,,FALSE,FALSE
304557,550 Avenue Atwater,855-999-8378,11463,10,public,,,,6/29/2026,,FALSE,FALSE
304558,2385 du Parc Garneau,855-999-8378,11463,10,public,,,,6/29/2026,,FALSE,FALSE
304559,6098 Mazarin,855-999-8378,11463,10,public,,,,6/29/2026,,FALSE,FALSE
304560,5505A Angers,855-999-8378,11463,10,public,,,,6/29/2026,,FALSE,FALSE
304561,1218 Notre-Dame,855-999-8378,2242,10,public,,,,6/29/2026,,FALSE,FALSE
304563,2441 Notre-Dame,855-999-8378,7407,5,public,,,,6/29/2026,,FALSE,FALSE
304564,355 Ash,855-999-8378,7421,5,public,,,,6/29/2026,,FALSE,FALSE
304566,2523 Grand Trunk,855-999-8378,12993,5,public,,,,6/29/2026,,FALSE,FALSE
304567,1660 Centre,855-999-8378,13458,5,public,,,,6/29/2026,,FALSE,FALSE
304568,1817 De Villiers,855-999-8378,7465,5,public,,,,6/29/2026,,FALSE,FALSE
304570,4039 Notre-Dame,855-999-8378,15185,5,public,,,,6/29/2026,,FALSE,FALSE
304572,6000 Laurendeau,855-999-8378,7560,5,public,,,,6/29/2026,,FALSE,FALSE
304573,555 Des Seigneurs,855-999-8378,7570,5,public,,,,6/29/2026,,FALSE,FALSE
304574,3541 Allard,855-999-8378,10998,5,public,,,,6/29/2026,,FALSE,FALSE
304575,1360 Olier,855-999-8378,7571,5,public,,,,6/29/2026,,FALSE,FALSE
304576,2157 Centre,855-999-8378,7572,5,public,,,,6/29/2026,,FALSE,FALSE
304577,2855 Centre,855-999-8378,10966,5,public,,,,6/29/2026,,FALSE,FALSE
304579,472 Ste-Madeleine,855-999-8378,7381,5,public,,,,6/29/2026,,FALSE,FALSE
304580,256 Charlevoix,855-999-8378,7573,5,public,,,,6/29/2026,,FALSE,FALSE
304582,6040 Monk,855-999-8378,6877,5,public,,,,6/29/2026,,FALSE,FALSE
304584,1340 Shearer,855-999-8378,7593,5,public,,,,6/29/2026,,FALSE,FALSE
304587,6712 Jogues,855-999-8378,15099,5,public,,,,6/29/2026,,FALSE,FALSE
304588,2333 Mullins,855-999-8378,7644,5,public,,,,6/29/2026,,FALSE,FALSE
304589,5239 St-Ambroise,855-999-8378,7645,5,public,,,,6/29/2026,,FALSE,FALSE
304590,850 des Seigneurs,855-999-8378,7691,5,public,,,,6/29/2026,,FALSE,FALSE
304591,735 Marin,855-999-8378,12217,5,public,,,,6/29/2026,,FALSE,FALSE
304592,2136 Cardinal,855-999-8378,10263,10,public,,,,6/29/2026,,FALSE,FALSE
304593,2606 Raudot,855-999-8378,15049,10,public,,,,6/29/2026,,FALSE,FALSE
304594,1546 Springland,855-999-8378,15049,10,public,,,,6/29/2026,,FALSE,FALSE
304595,955 St-Paul,855-999-8378,15049,10,public,,,,6/29/2026,,FALSE,FALSE
304596,2700 Rufus-Rockhead,855-999-8378,15049,10,public,,,,6/29/2026,,FALSE,FALSE
304597,1828 Darcy-Mcgee,855-999-8378,15049,10,public,,,,6/29/2026,,FALSE,FALSE
304598,810 Agnès,855-999-8378,15049,10,public,,,,6/29/2026,,FALSE,FALSE
304599,74 Turgeon,855-999-8378,14769,5,public,,,,6/29/2026,,FALSE,FALSE
304600,2390 Coursol,855-999-8378,13794,5,public,,,,6/29/2026,,FALSE,FALSE
304601,2627 Rozel,855-999-8378,15032,5,public,,,,6/29/2026,,FALSE,FALSE
304602,6411 Mazarin,855-999-8378,10259,5,public,,,,6/29/2026,,FALSE,FALSE
304604,900 Mgr Laval,855-999-8378,8945,2,public,,,,6/29/2026,,FALSE,FALSE
304605,13150 Sherbrooke E,855-999-8378,7816,5,public,,,,6/29/2026,,FALSE,FALSE
